a,b,c,d
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
A,C,I,H
A,C,J,H
E,C,G,H
E,D,G,H
E,D,H,H
A,D,H,L
E,D,I,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
A,D,H,L
A,C,H,L
C,C,J,L
B,C,G,L
A,F,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
B,C,J,H
B,C,G,H
C,D,G,H
B,D,H,H
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,H
A,D,I,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,K,H
A,C,G,H
D,C,I,H
D,C,G,H
D,G,G,H
D,G,H,H
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,F,H,I
D,G,H,I
D,G,H,I
D,G,K,I
F,G,H,I
F,H,J,I
F,D,K,I
F,D,K,I
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,H,J
A,H,K,J
F,H,K,J
F,H,K,J
F,H,H,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,D,K,J
F,F,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,F,K,J
D,F,I,J
D,F,I,J
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
C,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
C,C,K,K
C,G,K,K
C,G,J,K
C,G,J,L
C,D,H,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
B,F,J,L
B,F,H,L
B,C,H,H
B,G,I,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,L
B,F,H,L
B,F,H,L
B,D,H,L
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,I,H
A,F,H,H
D,F,H,H
B,F,H,H
F,F,H,L
F,H,J,L
F,H,K,L
F,H,K,J
E,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,H,K,J
D,H,G,J
D,F,K,J
D,F,K,J
D,F,I,J
D,C,I,K
D,F,I,K
D,F,H,K
D,F,I,K
C,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
E,F,I,K
B,F,I,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,G,K
E,C,K,K
E,D,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,C,K,K
C,G,K,K
C,C,I,K
C,G,K,K
C,C,J,K
C,H,J,L
E,G,J,L
C,G,J,L
C,G,J,L
F,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
B,D,J,L
B,H,H,L
B,D,H,L
B,C,G,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,F,H,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,H,I
B,D,G,I
C,G,H,I
B,D,H,I
A,D,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,J,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,I,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
C,C,H,I
C,C,J,I
C,C,J,I
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,G,J,G
C,G,J,G
C,G,J,G
E,G,J,G
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,F,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
D,D,J,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
B,C,H,L
D,G,H,L
B,C,H,L
D,C,H,L
D,D,H,L
C,C,H,L
E,C,H,L
E,G,H,L
A,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
B,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
D,G,H,G
D,H,H,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,I,G
E,H,J,G
D,H,J,G
D,D,J,G
D,H,H,G
D,H,J,G
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
F,H,J,I
D,H,J,I
D,H,K,I
D,H,J,I
D,H,J,L
D,H,I,L
D,H,J,L
D,H,J,L
C,H,J,L
C,H,I,L
C,H,H,L
C,H,H,L
C,H,H,L
E,H,H,L
C,H,H,L
C,F,H,L
C,D,H,L
C,H,H,L
B,G,H,L
C,H,H,L
C,H,H,L
C,C,H,L
C,H,H,L
C,H,H,L
C,G,H,K
C,H,H,K
C,H,H,K
B,H,H,K
B,D,H,K
B,D,H,I
B,D,H,I
B,F,H,I
B,D,H,I
A,D,H,I
D,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,I,I
E,D,H,I
B,F,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,K,I
A,G,G,H
E,F,G,H
A,C,G,H
A,C,G,H
A,C,H,H
C,C,I,H
A,G,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,D,G,H
B,D,I,H
B,D,H,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,F,H,I
C,D,H,I
F,D,H,I
C,C,H,I
C,C,G,I
F,C,G,H
C,C,K,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,H,H
C,C,G,H
C,C,G,H
C,C,G,H
B,C,G,H
B,D,G,H
B,D,H,H
B,D,H,H
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,G,H,I
A,D,H,I
A,C,H,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,H,H
A,C,G,H
E,C,I,H
C,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
B,C,K,H
B,C,G,H
B,D,G,H
B,D,H,H
B,D,H,I
B,D,H,I
B,H,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,K,I
B,C,H,I
C,D,H,I
C,H,H,I
C,H,K,I
C,H,K,I
C,H,K,J
C,H,K,J
C,H,G,J
C,H,K,J
C,H,I,J
C,H,K,J
E,H,K,J
C,G,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,F,I,J
D,F,I,J
D,F,I,J
E,F,I,J
D,F,I,J
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,H,K,K
B,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
C,H,K,K
C,H,K,K
F,F,K,K
D,F,J,K
E,F,J,I
C,F,J,I
C,F,J,I
C,G,J,I
C,F,J,I
C,F,H,I
C,F,J,I
C,F,J,I
C,F,J,I
E,F,J,I
E,G,J,I
C,G,I,I
E,G,K,I
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,K
A,G,I,K
E,G,I,K
E,G,I,K
A,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,F,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
B,G,I,K
B,G,I,K
B,C,I,K
C,D,H,K
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,C,G,H
E,C,H,H
E,C,G,H
E,D,G,H
E,F,H,H
E,D,H,L
E,D,J,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,C,H,L
E,D,H,L
E,D,H,L
A,D,H,L
A,C,H,L
A,C,J,L
A,C,G,L
A,C,G,H
A,C,G,H
B,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
B,C,J,H
B,C,G,H
B,D,G,H
B,D,H,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,I,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,D,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
B,C,G,H
D,G,G,H
D,G,H,H
D,G,H,I
D,G,H,I
D,G,J,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
F,G,H,I
C,H,H,I
F,H,K,I
C,H,K,I
F,F,K,J
F,H,K,J
F,C,K,J
F,H,K,J
F,H,K,J
D,H,K,J
F,H,K,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,H,G,J
F,H,K,J
F,F,G,J
C,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,C,K,J
D,F,I,J
D,F,I,J
D,C,I,K
A,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,G,I,K
D,F,I,K
B,F,I,K
E,F,I,K
D,H,I,K
E,F,I,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,H,K,K
C,G,K,K
C,G,K,K
C,G,J,K
C,G,J,L
C,G,J,L
C,G,J,L
C,G,H,L
C,H,J,L
C,G,H,L
C,G,J,L
E,G,J,L
C,G,I,L
B,H,J,L
B,F,J,L
B,F,H,L
B,F,H,H
B,F,H,H
D,F,H,H
A,H,H,H
B,F,H,H
B,F,H,H
F,F,H,H
B,F,H,H
F,F,H,H
B,F,H,L
B,H,H,L
C,F,H,L
B,F,H,L
B,F,H,H
B,F,H,H
B,H,H,H
D,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
C,F,H,H
F,F,H,L
F,H,H,L
F,H,K,L
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,G,H,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,F,K,J
D,F,K,J
D,H,I,J
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,F,I,K
D,F,J,K
D,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
E,F,I,K
E,F,I,K
E,C,K,K
E,C,K,K
E,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
F,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,G,K,K
E,C,I,K
E,C,K,K
C,C,K,K
C,D,H,K
C,G,K,K
C,G,J,K
C,G,J,L
E,G,J,L
C,G,J,L
C,G,J,L
C,G,G,L
C,G,J,L
B,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
B,D,J,L
B,D,H,L
B,D,H,L
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
B,D,G,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,H,G,I
B,D,H,I
C,D,H,I
A,D,H,I
A,C,H,I
E,C,G,I
A,C,K,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,J,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
C,D,H,I
C,C,J,I
C,C,J,I
C,C,H,G
C,G,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,F,J,G
C,G,J,G
C,G,J,G
B,C,J,G
C,G,J,G
A,G,J,I
C,G,J,I
C,D,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,H,I
C,G,J,I
C,G,J,I
C,G,J,I
D,G,J,L
D,C,J,L
D,C,K,L
D,C,H,L
D,C,H,L
D,H,H,L
D,C,K,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
E,C,H,L
E,C,H,L
D,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
D,G,H,L
E,G,H,L
E,G,H,K
E,G,H,K
E,G,H,K
C,G,H,K
E,D,H,K
D,G,K,G
D,H,H,G
D,G,J,G
D,H,J,G
D,H,K,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,I,I
D,G,J,I
D,D,J,I
A,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
B,H,J,I
D,H,J,L
D,H,J,L
D,F,J,L
D,F,J,L
C,D,J,L
C,H,J,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
E,H,H,L
C,H,H,L
C,H,H,K
C,H,H,K
C,H,I,K
B,H,H,K
B,G,H,K
F,H,H,I
B,D,H,I
F,D,G,I
E,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
A,D,H,I
A,D,J,I
E,C,H,I
A,C,G,I
D,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
B,C,G,H
A,D,G,H
A,C,K,H
A,H,G,H
