a,b,c,d,e
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,G,H
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,H
A,H,J,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,J,M
C,F,I,J,M
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,G,K
B,F,J,G,K
B,F,J,G,H
B,F,J,G,H
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,L,I
B,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
