a,b,c
B,F,H
B,F,H
B,F,H
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
C,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,J
D,C,H
D,C,H
D,C,H
D,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
C,C,G
C,C,G
C,C,G
C,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,H,H
C,H,K
C,H,K
C,H,K
C,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,H,K
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
C,F,J
C,F,J
C,F,J
E,G,J
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
E,D,G
E,D,H
E,D,H
E,D,H
E,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
D,G,G
D,G,H
D,G,H
D,G,H
D,G,H
F,H,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,G,J
C,G,J
C,G,J
C,G,J
B,G,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
C,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,J
D,C,H
D,C,H
D,C,H
D,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
C,C,G
C,C,G
C,C,G
C,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,H,H
C,H,K
C,H,K
C,H,K
C,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,H,K
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
C,F,J
C,F,J
C,F,J
E,G,J
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
E,D,G
E,D,H
E,D,H
E,D,H
E,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
D,G,G
D,G,H
D,G,H
D,G,H
D,G,H
F,H,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,G,J
C,G,J
C,G,J
C,G,J
B,G,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
