a,b,c,d
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,F,H,I
B,D,H,I
A,D,H,I
A,C,H,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
D,G,G,H
D,G,H,H
D,G,H,I
D,H,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,G,I
D,G,H,I
F,G,H,I
F,H,H,I
D,H,K,I
F,F,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,H,H,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
B,H,G,J
F,G,K,J
C,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,F,J,J
E,F,I,J
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,H,K
F,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,J,K
D,D,I,K
D,F,I,K
D,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
E,F,I,K
E,C,I,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
D,C,K,K
E,C,I,K
E,C,K,K
C,D,K,K
E,C,G,K
E,C,K,K
C,C,K,K
E,C,K,K
F,C,K,K
C,C,K,K
E,C,K,K
E,C,I,K
C,C,K,K
C,G,K,K
C,G,J,K
C,G,J,L
B,G,J,L
C,G,J,L
C,H,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,H,J,L
B,F,J,L
B,F,H,L
B,F,H,H
D,F,H,H
B,G,H,H
B,F,H,H
E,G,H,H
B,F,H,H
B,F,H,H
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,H
B,F,H,H
B,D,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
F,F,H,L
F,H,H,L
F,H,H,L
F,H,K,J
F,H,K,J
B,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,D,K,J
D,H,I,J
D,F,I,K
D,F,I,K
D,G,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
B,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
E,G,I,K
E,F,I,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
