a,b,c,d,e
F,C,G,L,M
F,C,G,L,M
D,C,H,L,M
D,C,H,L,M
C,C,G,L,M
C,C,G,L,M
C,G,G,L,M
C,G,G,L,M
C,C,G,L,M
C,C,G,L,M
F,F,H,L,M
F,F,H,L,M
C,C,J,L,M
C,C,J,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,G,G,L,M
C,G,G,L,M
F,F,G,L,M
F,F,G,L,M
F,F,I,L,M
F,F,I,L,M
C,F,H,L,M
C,F,H,L,M
C,H,I,L,M
C,H,I,L,M
B,F,I,J,M
B,F,I,J,M
C,F,I,J,M
C,F,I,J,M
C,C,I,J,K
C,C,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,G,I,J,K
C,G,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,H,I,J,K
C,H,I,J,K
C,F,I,J,K
C,F,I,J,K
C,C,K,J,K
C,C,K,J,K
C,H,I,J,K
C,H,I,J,K
C,F,H,J,K
C,F,H,J,K
C,D,I,L,K
C,D,I,L,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,I,K
B,F,I,I,K
B,F,I,J,K
B,F,I,J,K
B,G,J,J,K
B,G,J,J,K
B,D,I,H,K
B,D,I,H,K
D,D,I,J,K
D,D,I,J,K
B,F,I,J,K
B,F,I,J,K
B,D,J,J,K
B,D,J,J,K
B,D,H,L,K
B,D,H,L,K
B,D,H,J,K
B,D,H,J,K
B,D,J,H,K
B,D,J,H,K
D,G,K,I,K
D,G,K,I,K
B,D,J,I,L
B,D,J,I,L
F,D,J,I,L
F,D,J,I,L
B,C,J,J,L
B,C,J,J,L
B,D,J,G,L
B,D,J,G,L
B,D,I,I,L
B,D,I,I,L
B,G,I,I,L
B,G,I,I,L
B,D,J,I,L
B,D,J,I,L
B,F,J,K,L
B,F,J,K,L
B,D,J,H,L
B,D,J,H,L
B,D,J,I,L
B,D,J,I,L
B,D,J,L,L
B,D,J,L,L
B,H,J,I,L
B,H,J,I,L
C,D,J,I,L
C,D,J,I,L
B,D,J,L,L
B,D,J,L,L
B,D,J,I,L
B,D,J,I,L
D,D,J,I,L
D,D,J,I,L
B,D,J,I,L
B,D,J,I,L
D,D,G,I,L
D,D,G,I,L
B,D,I,I,L
B,D,I,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,J,L
B,D,J,J,L
B,C,K,J,L
B,C,K,J,L
B,D,K,J,L
B,D,K,J,L
F,D,K,J,L
F,D,K,J,L
B,F,J,G,L
B,F,J,G,L
B,D,K,J,L
B,D,K,J,L
A,D,K,I,L
A,D,K,I,L
A,H,K,J,L
A,H,K,J,L
A,D,K,J,L
A,D,K,J,L
A,C,J,J,L
A,C,J,J,L
A,D,H,J,L
A,D,H,J,L
A,D,K,J,L
A,D,K,J,L
A,C,K,J,L
A,C,K,J,L
A,D,K,J,L
A,D,K,J,L
A,F,H,J,L
A,F,H,J,L
A,D,J,J,L
A,D,J,J,L
A,D,H,J,M
A,D,H,J,M
A,D,H,J,M
A,D,H,J,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,J,M
A,D,H,J,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,H,H,J,M
A,H,H,J,M
A,D,K,H,M
A,D,K,H,M
A,D,H,G,M
A,D,H,G,M
A,H,H,H,M
A,H,H,H,M
A,D,H,H,H
A,D,H,H,H
A,D,J,H,H
A,D,J,H,H
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,D,K,H,H
A,D,K,H,H
A,D,H,H,H
A,D,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,I,G,H
A,C,I,G,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,G,H,H
A,C,G,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,I,H
A,C,H,I,H
A,C,J,G,H
A,C,J,G,H
A,C,I,K,H
A,C,I,K,H
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,G,I
A,C,H,G,I
A,C,H,H,I
A,C,H,H,I
A,H,H,K,I
A,H,H,K,I
A,C,H,L,I
A,C,H,L,I
A,C,H,H,I
A,C,H,H,I
A,C,I,K,I
A,C,I,K,I
A,C,H,K,I
A,C,H,K,I
A,H,I,H,I
A,H,I,H,I
A,H,G,H,I
A,H,G,H,I
A,C,G,K,I
A,C,G,K,I
A,H,I,K,I
A,H,I,K,I
A,H,G,L,I
A,H,G,L,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,I,I
A,H,G,I,I
A,G,G,I,I
A,G,G,I,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,I,K
A,H,G,I,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,J,K,K
A,H,J,K,K
A,H,H,K,K
A,H,H,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,J,K,K
A,H,J,K,K
A,H,I,G,K
A,H,I,G,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,C,K,K,K
A,C,K,K,K
A,H,I,K,K
A,H,I,K,K
A,G,I,K,K
A,G,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,J,K
A,H,I,J,K
A,H,I,I,K
A,H,I,I,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,K,H,K
A,H,K,H,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,L,K
A,H,I,L,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,J,J,K
A,H,J,J,K
D,H,G,J,K
D,H,G,J,K
F,H,H,J,K
F,H,H,J,K
D,G,I,J,K
D,G,I,J,K
D,H,K,J,J
D,H,K,J,J
F,H,H,J,J
F,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,K,J
D,H,H,K,J
D,H,H,H,J
D,H,H,H,J
D,H,I,G,J
D,H,I,G,J
D,H,H,G,J
D,H,H,G,J
F,H,J,G,J
F,H,J,G,J
D,H,H,L,J
D,H,H,L,J
D,G,I,G,J
D,G,I,G,J
D,H,H,G,J
D,H,H,G,J
F,H,G,G,J
F,H,G,G,J
C,H,G,G,J
C,H,G,G,J
D,H,H,J,J
D,H,H,J,J
D,H,I,J,J
D,H,I,J,J
D,D,H,J,J
D,D,H,J,J
C,H,H,J,J
C,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,H,J
D,H,H,H,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,L,J
D,H,H,L,J
D,F,H,G,J
D,F,H,G,J
D,D,H,J,J
D,D,H,J,J
E,H,H,L,J
E,H,H,L,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
A,H,H,G,J
A,H,H,G,J
D,H,H,J,J
D,H,H,J,J
C,H,H,J,J
C,H,H,J,J
D,H,H,J,J
D,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,F,H,J,J
F,F,H,J,J
F,H,H,J,J
F,H,H,J,J
F,D,H,G,J
F,D,H,G,J
F,C,H,J,J
F,C,H,J,J
F,F,H,K,J
F,F,H,K,J
D,F,H,I,J
D,F,H,I,J
C,F,K,I,J
C,F,K,I,J
F,G,K,I,J
F,G,K,I,J
F,D,J,I,H
F,D,J,I,H
F,F,K,I,H
F,F,K,I,H
F,F,J,J,H
F,F,J,J,H
F,H,K,J,H
F,H,K,J,H
F,F,K,J,L
F,F,K,J,L
F,C,K,J,L
F,C,K,J,L
F,F,K,I,L
F,F,K,I,L
F,F,K,J,L
F,F,K,J,L
A,F,J,J,L
A,F,J,J,L
F,F,K,I,L
F,F,K,I,L
F,F,K,J,L
F,F,K,J,L
F,F,G,J,L
F,F,G,J,L
F,F,J,L,L
F,F,J,L,L
F,F,K,J,L
F,F,K,J,L
E,F,K,J,L
E,F,K,J,L
F,F,I,J,L
F,F,I,J,L
F,F,K,J,L
F,F,K,J,L
F,F,J,J,L
F,F,J,J,L
F,F,K,J,L
F,F,K,J,L
F,F,J,L,L
F,F,J,L,L
F,D,K,J,L
F,D,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,H,K,J,L
F,H,K,J,L
F,F,K,J,L
F,F,K,J,L
F,H,K,I,L
F,H,K,I,L
F,F,K,J,L
F,F,K,J,L
C,F,K,J,L
C,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,H,K,K,L
F,H,K,K,L
F,D,K,J,L
F,D,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
D,G,J,J,L
D,G,J,J,L
C,F,K,J,L
C,F,K,J,L
D,G,K,J,L
D,G,K,J,L
C,G,K,H,L
C,G,K,H,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,J,J,L
C,G,J,J,L
C,G,G,J,L
C,G,G,J,L
C,F,G,L,L
C,F,G,L,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,D,G,H,M
C,D,G,H,M
C,G,G,L,M
C,G,G,L,M
C,G,G,I,M
C,G,G,I,M
A,G,G,L,M
A,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,D,G,L,M
C,D,G,L,M
F,G,G,H,M
F,G,G,H,M
C,G,G,L,M
C,G,G,L,M
C,G,G,J,M
C,G,G,J,M
C,C,G,L,M
C,C,G,L,M
C,F,J,L,M
C,F,J,L,M
C,G,G,I,M
C,G,G,I,M
D,G,G,K,M
D,G,G,K,M
C,D,G,L,M
C,D,G,L,M
E,F,G,L,M
E,F,G,L,M
F,H,G,L,M
F,H,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,D,G,K,M
E,D,G,K,M
F,D,K,L,M
F,D,K,L,M
E,D,G,I,M
E,D,G,I,M
A,D,G,L,M
A,D,G,L,M
E,D,J,L,M
E,D,J,L,M
E,H,J,L,M
E,H,J,L,M
E,D,G,L,M
E,D,G,L,M
C,G,J,L,M
C,G,J,L,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,M
E,G,J,J,H
E,G,J,J,H
E,D,I,J,H
E,D,I,J,H
E,C,J,J,H
E,C,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,I,G,H
E,D,I,G,H
E,D,I,J,H
E,D,I,J,H
B,D,I,J,H
B,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,J,J,H
E,D,J,J,H
F,D,I,J,H
F,D,I,J,H
E,D,I,K,K
E,D,I,K,K
E,D,I,J,K
E,D,I,J,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,H,I,K,K
E,H,I,K,K
E,F,I,I,K
E,F,I,I,K
E,F,K,H,K
E,F,K,H,K
C,D,H,K,K
C,D,H,K,K
E,D,K,K,K
E,D,K,K,K
E,H,K,K,K
E,H,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,L,K
E,D,K,L,K
E,C,K,I,K
E,C,K,I,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,H,K,K
E,D,H,K,K
E,D,K,K,K
E,D,K,K,K
E,H,K,K,K
E,H,K,K,K
E,D,G,K,K
E,D,G,K,K
E,G,G,K,H
E,G,G,K,H
D,D,G,K,H
D,D,G,K,H
E,D,G,K,H
E,D,G,K,H
B,D,G,K,H
B,D,G,K,H
F,D,G,K,H
F,D,G,K,H
B,F,J,J,H
B,F,J,J,H
B,D,G,J,H
B,D,G,J,H
F,H,G,J,H
F,H,G,J,H
C,D,G,J,H
C,D,G,J,H
F,C,G,J,H
F,C,G,J,H
B,D,G,G,H
B,D,G,G,H
B,D,G,J,H
B,D,G,J,H
B,D,J,H,H
B,D,J,H,H
D,D,G,J,H
D,D,G,J,H
D,D,I,J,H
D,D,I,J,H
D,D,H,J,M
D,D,H,J,M
F,D,G,H,M
F,D,G,H,M
D,D,G,J,M
D,D,G,J,M
A,D,G,I,M
A,D,G,I,M
E,D,G,L,M
E,D,G,L,M
D,D,G,J,M
D,D,G,J,M
D,F,G,I,M
D,F,G,I,M
D,D,I,G,M
D,D,I,G,M
E,D,H,J,M
E,D,H,J,M
D,F,I,H,M
D,F,I,H,M
D,G,H,G,M
D,G,H,G,M
D,H,J,J,M
D,H,J,J,M
D,D,G,J,M
D,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,I,J,M
C,D,I,J,M
C,D,G,J,M
C,D,G,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,F,I,J,M
C,F,I,J,M
C,D,J,J,M
C,D,J,J,M
C,D,H,J,M
C,D,H,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
D,D,J,J,M
D,D,J,J,M
C,H,I,J,M
C,H,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,H,M
C,D,I,H,M
B,D,I,K,H
B,D,I,K,H
C,D,I,J,H
C,D,I,J,H
C,D,I,K,H
C,D,I,K,H
C,G,I,K,H
C,G,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,H,I,K,H
C,H,I,K,H
C,D,J,K,H
C,D,J,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,G,L,H
D,D,G,L,H
D,D,I,L,H
D,D,I,L,H
E,C,I,J,H
E,C,I,J,H
D,C,J,K,H
D,C,J,K,H
D,F,H,K,H
D,F,H,K,H
B,H,J,K,H
B,H,J,K,H
D,F,J,I,H
D,F,J,I,H
F,F,J,K,H
F,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,H,K,H
D,H,H,K,H
D,H,K,K,H
D,H,K,K,H
D,G,J,K,H
D,G,J,K,H
D,G,J,G,H
D,G,J,G,H
D,C,K,G,J
D,C,K,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,C,J,J,J
D,C,J,J,J
D,G,J,G,J
D,G,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,L,J
D,H,J,L,J
D,H,J,G,J
D,H,J,G,J
D,C,J,G,J
D,C,J,G,J
D,H,I,G,J
D,H,I,G,J
C,H,J,G,J
C,H,J,G,J
D,H,J,I,J
D,H,J,I,J
D,H,J,G,J
D,H,J,G,J
E,H,J,G,J
E,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,C,J,I,J
A,C,J,I,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,K,J
A,H,J,K,J
A,D,J,G,J
A,D,J,G,J
D,H,J,G,J
D,H,J,G,J
E,G,J,G,J
E,G,J,G,J
A,G,I,G,J
A,G,I,G,J
D,G,J,H,J
D,G,J,H,J
A,D,J,G,I
A,D,J,G,I
C,G,K,G,I
C,G,K,G,I
A,D,K,G,I
A,D,K,G,I
A,H,K,G,I
A,H,K,G,I
B,G,K,K,I
B,G,K,K,I
A,G,K,G,I
A,G,K,G,I
A,F,K,G,I
A,F,K,G,I
B,G,K,K,I
B,G,K,K,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,G,I
E,G,K,G,I
E,G,J,L,I
E,G,J,L,I
E,G,K,L,I
E,G,K,L,I
E,G,J,L,I
E,G,J,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,I,I
E,G,K,I,I
E,G,K,L,I
E,G,K,L,I
E,D,H,L,I
E,D,H,L,I
E,G,K,G,I
E,G,K,G,I
E,G,K,L,I
E,G,K,L,I
A,G,K,L,I
A,G,K,L,I
E,G,G,L,I
E,G,G,L,I
E,G,K,L,I
E,G,K,L,I
E,D,K,G,I
E,D,K,G,I
E,G,K,L,I
E,G,K,L,I
E,D,K,L,I
E,D,K,L,I
E,G,K,L,I
E,G,K,L,I
E,F,K,L,I
E,F,K,L,I
E,C,J,L,I
E,C,J,L,I
E,D,K,L,I
E,D,K,L,I
E,C,K,L,M
E,C,K,L,M
E,H,I,L,M
E,H,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
B,C,I,G,M
B,C,I,G,M
F,C,I,L,M
F,C,I,L,M
A,H,I,L,M
A,H,I,L,M
A,C,I,L,M
A,C,I,L,M
A,G,I,L,M
A,G,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,J,M
A,C,I,J,M
A,C,G,L,M
A,C,G,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,G,K,M
A,C,G,K,M
E,C,I,K,M
E,C,I,K,M
A,C,K,L,M
A,C,K,L,M
B,C,I,L,M
B,C,I,L,M
A,C,I,L,M
A,C,I,L,M
C,C,K,I,M
C,C,K,I,M
A,D,I,L,M
A,D,I,L,M
E,C,I,L,M
E,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,F,J,L,M
A,F,J,L,M
A,C,I,H,M
A,C,I,H,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
D,C,I,L,M
D,C,I,L,M
C,G,I,G,M
C,G,I,G,M
C,D,I,L,M
C,D,I,L,M
B,D,J,L,M
B,D,J,L,M
C,D,I,L,M
C,D,I,L,M
F,F,K,L,M
F,F,K,L,M
C,C,I,L,M
C,C,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,H,M
C,D,I,H,M
C,D,I,L,M
C,D,I,L,M
A,D,I,L,M
A,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,H,M
C,D,I,H,M
F,H,I,K,H
F,H,I,K,H
F,D,I,L,H
F,D,I,L,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
E,D,I,K,H
E,D,I,K,H
C,D,H,K,H
C,D,H,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,G,H
C,D,I,G,H
C,D,I,K,H
C,D,I,K,H
C,D,I,I,H
C,D,I,I,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,G,H
D,D,I,G,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,L,H
D,F,I,L,H
D,F,I,K,H
D,F,I,K,H
D,F,G,K,H
D,F,G,K,H
D,F,I,K,H
D,F,I,K,H
D,G,J,K,H
D,G,J,K,H
D,G,K,I,H
D,G,K,I,H
D,F,K,J,H
D,F,K,J,H
E,F,J,K,H
E,F,J,K,H
D,F,G,K,H
D,F,G,K,H
D,G,J,K,H
D,G,J,K,H
D,F,H,K,H
D,F,H,K,H
D,F,H,G,H
D,F,H,G,H
D,F,J,G,J
D,F,J,G,J
D,C,J,G,J
D,C,J,G,J
D,H,J,L,J
D,H,J,L,J
D,F,J,G,J
D,F,J,G,J
