a,b,c
B,F,H
B,F,H
B,F,H
E,F,H
F,H,K
F,H,K
F,H,K
F,C,K
D,G,K
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
F,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
F,C,K
E,C,K
E,C,K
C,G,K
A,G,J
C,G,J
C,G,J
A,H,J
B,G,J
B,D,H
F,D,H
D,D,H
B,D,H
B,D,H
B,G,H
B,D,H
D,D,H
B,C,H
A,C,H
A,C,G
A,D,G
A,C,G
A,C,G
B,F,G
B,D,H
B,G,H
B,D,H
F,D,H
C,G,H
B,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,D,J
A,G,J
C,G,J
D,C,J
D,C,H
D,C,H
D,C,H
E,C,H
E,G,H
D,G,H
D,G,H
F,G,H
E,G,H
D,H,H
D,H,J
D,G,J
D,D,J
D,G,J
D,H,J
D,H,J
E,H,J
A,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,C,H
C,H,H
C,H,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,H
F,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,C,H
B,D,H
B,D,H
C,D,H
C,C,G
C,C,G
C,C,G
C,F,G
B,D,G
B,F,H
B,F,H
B,H,H
B,D,H
F,G,H
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
B,D,G
B,D,H
B,D,H
A,D,H
B,D,H
C,H,H
C,H,K
A,H,K
C,H,K
C,H,K
D,F,K
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,H,K
D,H,K
D,H,K
D,H,K
C,C,K
C,D,J
C,F,J
C,F,J
C,H,J
E,H,J
E,F,I
F,G,I
E,G,I
E,G,I
E,G,I
E,F,I
E,G,I
E,G,I
A,G,I
E,G,I
E,G,I
E,G,I
A,G,I
D,G,I
A,D,I
B,D,H
A,D,H
A,D,H
B,D,H
D,C,H
A,C,G
A,C,G
A,C,G
A,C,G
E,D,G
E,D,H
E,F,H
E,H,H
E,D,H
F,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
B,D,H
B,D,H
B,D,H
E,D,H
A,C,H
A,C,G
A,G,G
A,C,G
A,C,G
D,F,G
D,G,H
D,G,H
D,G,H
F,G,H
B,F,H
A,H,K
F,H,K
F,H,K
F,F,K
F,H,K
F,H,K
F,F,K
C,H,K
F,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
A,H,I
D,F,I
D,F,I
D,F,I
E,D,I
E,C,K
E,C,K
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
C,C,K
C,G,J
C,G,J
A,G,J
A,F,J
B,G,J
B,F,H
B,H,H
B,F,H
B,F,H
B,F,H
B,F,H
B,C,H
B,F,H
B,H,H
F,F,H
C,H,K
F,H,K
F,H,K
C,H,K
D,H,K
D,F,I
D,F,I
D,F,I
E,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
A,F,I
E,F,I
A,C,I
E,C,K
A,D,K
E,C,K
E,C,K
D,C,K
E,G,K
E,C,K
E,C,K
E,C,K
C,G,K
C,G,J
C,G,J
C,G,J
C,F,J
B,D,J
D,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,C,H
A,G,H
C,C,G
C,C,G
A,C,G
E,C,G
B,D,G
D,D,H
B,D,H
F,D,H
A,D,H
C,C,H
C,C,J
C,C,J
C,C,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,J
D,C,H
D,F,H
D,C,H
D,C,H
E,G,H
F,H,H
E,G,H
E,G,H
E,G,H
E,G,H
D,H,J
F,H,J
D,H,J
D,H,J
D,H,J
F,H,J
A,H,J
D,D,J
D,G,J
C,H,J
C,H,H
C,D,H
C,H,H
C,H,H
C,H,H
C,C,H
C,H,H
B,D,H
D,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,G,G
B,D,G
F,D,H
B,F,H
B,D,H
B,D,H
C,C,H
C,C,G
E,C,G
E,C,G
E,C,G
C,D,G
D,D,H
B,D,H
E,G,H
B,C,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
E,C,G
A,D,G
A,F,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,C,H
B,H,H
C,F,H
C,H,K
C,H,K
A,H,K
C,H,K
D,D,K
D,F,I
F,F,I
D,F,I
C,F,I
D,H,I
C,H,K
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
F,H,J
C,F,J
C,F,J
E,G,J
C,C,I
F,G,I
E,G,I
B,G,I
E,G,I
E,H,I
E,G,I
C,G,I
E,G,I
E,G,I
D,G,I
C,D,I
E,G,I
E,D,I
B,D,I
C,D,H
B,D,H
F,C,H
B,D,H
A,C,H
A,C,G
A,C,G
C,C,G
A,C,G
E,F,G
E,D,H
E,D,H
E,D,H
D,G,H
A,C,H
A,C,G
A,C,G
A,H,G
A,C,G
B,D,G
B,D,H
B,D,H
A,D,H
C,D,H
A,C,H
A,C,G
A,C,G
A,C,G
B,C,G
D,D,G
C,G,H
D,G,H
D,G,H
C,G,H
D,H,H
F,F,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,K
C,H,K
F,C,K
F,H,K
D,G,K
F,F,I
D,F,I
A,F,I
E,F,I
B,F,I
D,G,I
D,F,I
D,G,I
C,F,I
E,F,I
D,F,I
E,F,I
E,C,K
E,H,K
A,D,K
E,C,K
E,C,K
E,C,K
A,H,K
B,C,K
C,G,K
C,C,K
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
B,H,H
B,F,H
B,F,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,F,I
D,G,I
C,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
D,F,I
A,F,I
D,F,I
E,C,I
E,F,K
F,C,K
F,H,K
E,C,K
D,F,K
E,F,K
E,C,K
E,C,K
E,C,K
B,G,K
B,G,J
A,G,J
B,G,J
C,G,J
D,D,J
B,C,H
B,D,H
B,D,H
E,F,H
B,G,H
B,D,H
B,D,H
B,D,H
B,G,H
B,C,H
A,C,G
A,C,G
A,C,G
A,C,G
C,D,G
E,D,H
B,D,H
B,C,H
F,D,H
C,C,H
C,C,J
C,C,J
A,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,H,J
E,D,J
C,C,J
D,H,H
D,D,H
F,C,H
D,C,H
E,G,H
E,D,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
A,H,J
D,H,J
D,H,J
D,H,J
C,F,J
B,H,J
B,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
B,H,H
C,H,H
D,H,H
B,D,H
B,C,H
B,H,H
B,D,H
E,F,H
B,D,H
B,G,H
A,H,H
A,H,G
A,C,G
A,C,G
A,C,G
B,D,G
C,D,H
B,D,H
B,D,H
B,C,H
C,C,H
C,C,G
C,C,G
C,H,G
C,C,G
B,D,G
B,D,H
B,D,H
B,F,H
C,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
