a,b,c
B,F,H
B,F,H
B,F,H
F,F,H
F,H,K
F,D,K
F,H,K
F,H,K
D,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
C,F,I
E,C,I
E,C,K
F,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,K
C,G,J
C,F,J
C,F,J
C,G,J
C,G,J
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,G,H
B,D,H
C,C,H
E,C,J
C,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,H,J
C,F,J
C,G,J
D,C,J
D,C,H
D,C,H
D,C,H
D,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
C,H,J
D,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
F,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,F,H
B,H,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
D,D,H
B,D,H
C,C,H
C,G,G
F,C,G
C,C,G
C,F,G
B,D,G
B,F,H
B,D,H
D,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
F,D,H
B,D,H
E,H,H
C,H,K
C,H,K
C,H,K
C,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,H,I
D,H,I
D,D,K
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
C,H,J
C,F,J
A,F,J
E,G,J
E,G,I
C,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
B,D,I
B,H,H
B,D,H
B,D,H
B,H,H
E,C,H
A,C,G
A,C,G
B,C,G
A,C,G
E,D,G
E,D,H
E,D,H
E,D,H
E,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
D,C,H
A,C,G
A,C,G
A,C,G
A,C,G
D,G,G
D,G,H
D,G,H
D,H,H
D,G,H
F,H,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
E,F,I
E,C,K
E,G,K
E,D,K
E,C,K
E,C,K
F,C,K
B,C,K
E,C,K
E,C,K
C,C,K
C,G,J
C,G,J
C,G,J
C,G,J
E,G,J
B,F,H
F,F,H
B,F,H
B,F,H
B,F,H
B,H,H
D,F,H
B,F,H
B,C,H
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
F,C,I
E,C,K
E,C,K
E,G,K
E,C,K
E,C,K
E,C,K
E,C,K
B,C,K
E,C,K
C,G,K
C,G,J
A,G,J
C,D,J
C,G,J
B,D,J
B,D,H
B,D,H
B,D,H
F,D,H
B,D,H
A,C,H
B,F,H
D,G,H
B,D,H
A,C,H
A,C,G
A,C,G
D,C,G
A,C,G
B,D,G
B,D,H
D,D,H
B,D,H
B,D,H
C,C,H
C,C,J
C,C,J
C,C,J
C,H,J
C,G,J
C,G,J
C,G,J
E,G,J
C,G,J
D,D,J
D,C,H
D,C,H
D,C,H
D,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,F,H
E,H,H
C,G,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,C,H
A,G,G
A,C,G
A,C,G
A,C,G
C,D,G
B,D,H
B,D,H
B,D,H
B,F,H
C,C,H
C,C,G
C,C,G
E,C,G
C,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
E,C,G
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,G
C,C,G
B,D,G
B,D,H
B,D,H
B,D,H
C,D,H
C,H,H
C,H,K
C,H,K
C,H,K
C,H,K
D,D,K
E,F,I
D,F,I
D,F,I
D,F,I
D,H,I
B,H,K
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
C,F,J
C,F,J
B,F,J
E,G,J
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,H,I
E,F,I
E,G,I
C,G,I
E,G,I
B,G,I
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
E,D,G
E,D,H
E,D,H
E,D,H
E,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
B,C,G
A,C,G
A,C,G
D,G,G
D,G,H
D,G,H
D,G,H
C,G,H
F,H,H
A,H,K
F,H,K
A,F,K
F,H,K
F,H,K
F,G,K
F,H,K
D,H,K
F,H,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
F,F,I
E,F,I
E,C,K
B,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,C,K
C,C,K
C,G,J
E,G,J
C,D,J
C,G,J
B,G,J
B,F,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,C,H
B,F,H
A,F,H
F,F,H
F,H,K
F,H,K
B,H,K
F,H,K
D,H,K
D,F,I
F,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
B,C,K
E,C,K
C,C,K
E,C,K
E,C,K
B,C,K
E,C,K
E,C,K
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
B,D,J
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
B,D,G
C,D,H
B,D,H
F,D,H
B,D,H
A,C,H
C,H,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,J
D,C,H
D,C,H
D,F,H
D,C,H
E,G,H
E,D,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,G,H
C,H,H
C,H,H
C,H,H
B,C,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,F,H
A,C,G
B,C,G
A,C,G
D,C,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
C,C,H
C,C,G
C,D,G
C,C,G
C,C,G
C,D,G
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
