a,b,c,d
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,G,K
D,H,G,K
D,H,G,K
D,H,G,K
D,H,G,K
D,H,G,K
D,H,G,K
D,H,G,K
D,F,K,K
D,F,K,K
D,F,K,K
D,F,K,K
D,F,K,K
D,F,K,K
D,F,K,K
D,F,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,G,K
C,F,G,K
C,F,G,K
C,F,G,K
C,F,G,K
C,F,G,K
C,F,G,K
C,F,G,K
A,F,J,I
A,F,J,I
A,F,J,I
A,F,J,I
A,F,J,I
A,F,J,I
A,F,J,I
A,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,D,G,I
C,D,G,I
C,D,G,I
C,D,G,I
C,D,G,I
C,D,G,I
C,D,G,I
C,D,G,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,K,I
C,F,K,I
C,F,K,I
C,F,K,I
C,F,K,I
C,F,K,I
C,F,K,I
C,F,K,I
C,H,J,I
C,H,J,I
C,H,J,I
C,H,J,I
C,H,J,I
C,H,J,I
C,H,J,I
C,H,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
D,G,I,I
D,G,I,I
D,G,I,I
D,G,I,I
D,G,I,I
D,G,I,I
D,G,I,I
D,G,I,I
E,G,G,I
E,G,G,I
E,G,G,I
E,G,G,I
E,G,G,I
E,G,G,I
E,G,G,I
E,G,G,I
B,G,I,J
B,G,I,J
B,G,I,J
B,G,I,J
B,G,I,J
B,G,I,J
B,G,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,C,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,H,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,K,J
E,G,K,J
E,G,K,J
E,G,K,J
E,G,K,J
E,G,K,J
E,G,K,J
E,G,K,J
E,F,I,J
E,F,I,J
E,F,I,J
E,F,I,J
E,F,I,J
E,F,I,J
E,F,I,J
E,F,I,J
E,D,K,J
E,D,K,J
E,D,K,J
E,D,K,J
E,D,K,J
E,D,K,J
E,D,K,J
E,D,K,J
E,H,I,J
E,H,I,J
E,H,I,J
E,H,I,J
E,H,I,J
E,H,I,J
E,H,I,J
E,H,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
C,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,G,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
A,F,I,K
A,F,I,K
A,F,I,K
A,F,I,K
A,F,I,K
A,F,I,K
A,F,I,K
A,F,I,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
E,G,K,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,D,I,K
A,D,H,K
A,D,H,K
A,D,H,K
A,D,H,K
A,D,H,K
A,D,H,K
A,D,H,K
A,D,H,K
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,F,H,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
E,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
F,C,J,H
F,C,J,H
F,C,J,H
F,C,J,H
F,C,J,H
F,C,J,H
F,C,J,H
F,C,J,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
E,F,G,H
E,F,G,H
E,F,G,H
E,F,G,H
E,F,G,H
E,F,G,H
E,F,G,H
E,F,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
D,D,H,H
D,D,H,H
D,D,H,H
D,D,H,H
D,D,H,H
D,D,H,H
D,D,H,H
D,D,H,H
C,C,H,L
C,C,H,L
C,C,H,L
C,C,H,L
C,C,H,L
C,C,H,L
C,C,H,L
C,C,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,F,K,L
E,F,K,L
E,F,K,L
E,F,K,L
E,F,K,L
E,F,K,L
E,F,K,L
E,F,K,L
A,D,H,L
A,D,H,L
A,D,H,L
A,D,H,L
A,D,H,L
A,D,H,L
A,D,H,L
A,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
F,G,H,L
F,G,H,L
F,G,H,L
F,G,H,L
F,G,H,L
F,G,H,L
F,G,H,L
F,G,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
D,C,G,L
D,C,G,L
D,C,G,L
D,C,G,L
D,C,G,L
D,C,G,L
D,C,G,L
D,C,G,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,J,L
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
A,C,H,H
B,F,G,H
B,F,G,H
B,F,G,H
B,F,G,H
B,F,G,H
B,F,G,H
B,F,G,H
B,F,G,H
A,G,G,H
A,G,G,H
A,G,G,H
A,G,G,H
A,G,G,H
A,G,G,H
A,G,G,H
A,G,G,H
D,C,H,H
D,C,H,H
D,C,H,H
D,C,H,H
D,C,H,H
D,C,H,H
D,C,H,H
D,C,H,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,H,G,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,J,I
B,H,J,I
B,H,J,I
B,H,J,I
B,H,J,I
B,H,J,I
B,H,J,I
B,H,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,I,I
B,D,I,I
B,D,I,I
B,D,I,I
B,D,I,I
B,D,I,I
B,D,I,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
D,H,I,I
D,H,I,I
D,H,I,I
D,H,I,I
D,H,I,I
D,H,I,I
D,H,I,I
D,H,I,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,I,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,K,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
F,F,G,H
F,F,G,H
F,F,G,H
F,F,G,H
F,F,G,H
F,F,G,H
F,F,G,H
F,F,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,H,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,I,H
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,C,J,I
D,C,J,I
D,C,J,I
D,C,J,I
D,C,J,I
D,C,J,I
D,C,J,I
D,C,J,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,J,I
D,G,J,I
D,G,J,I
D,G,J,I
D,G,J,I
D,G,J,I
D,G,J,I
D,G,J,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
B,H,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,D,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,C,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,D,K,I
F,D,K,I
F,D,K,I
F,D,K,I
F,D,K,I
F,D,K,I
F,D,K,I
F,D,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,I
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,H,G,J
F,H,G,J
F,H,G,J
F,H,G,J
F,H,G,J
F,H,G,J
F,H,G,J
A,H,K,J
A,H,K,J
A,H,K,J
A,H,K,J
A,H,K,J
A,H,K,J
A,H,K,J
A,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
A,F,K,J
A,F,K,J
A,F,K,J
A,F,K,J
A,F,K,J
A,F,K,J
A,F,K,J
A,F,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,I,J
C,H,I,J
C,H,I,J
C,H,I,J
C,H,I,J
C,H,I,J
C,H,I,J
C,H,I,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
