a,b,c
D,F,I
F,F,I
E,C,I
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
B,G,J
A,G,J
E,G,J
B,F,H
B,F,H
E,D,H
B,F,H
B,F,H
B,F,H
E,C,K
A,H,K
C,H,K
E,F,K
F,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
E,C,K
A,D,K
E,C,K
E,C,K
A,D,K
E,C,K
C,G,K
C,G,J
D,C,J
B,D,J
D,D,H
B,G,H
B,D,H
B,H,H
E,C,H
B,D,H
C,C,G
F,C,G
F,C,G
C,D,H
B,D,H
A,D,H
D,C,J
D,C,J
E,H,J
C,G,J
C,G,J
F,G,J
D,C,H
D,G,H
D,D,H
E,G,H
C,G,H
A,G,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,G,J
C,H,H
C,H,H
C,H,H
C,C,H
B,D,H
D,D,H
B,C,H
B,G,H
B,D,H
A,C,G
A,C,G
A,C,G
B,D,H
B,D,H
B,D,H
C,C,H
C,C,G
C,C,G
B,D,G
B,D,H
E,G,H
E,D,H
A,C,G
A,C,G
A,C,G
A,D,G
B,C,G
E,D,G
D,D,H
B,D,H
B,H,H
C,H,K
D,H,K
C,H,K
D,F,I
F,F,I
D,G,I
B,H,K
E,H,K
D,H,K
C,F,K
C,F,J
C,G,J
E,G,J
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
F,H,I
D,G,I
E,G,I
B,G,I
A,D,H
B,G,H
B,D,H
C,D,G
A,C,G
A,C,G
E,C,H
E,D,H
A,D,H
A,C,G
F,G,G
A,C,G
B,D,G
B,D,H
A,D,H
D,C,H
C,C,G
A,C,G
D,D,G
D,G,H
D,G,H
F,C,H
F,F,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
E,C,K
A,D,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,J
C,G,J
C,G,J
B,F,H
B,C,H
B,C,H
B,F,H
B,F,H
B,C,H
F,H,H
F,H,K
F,H,K
D,D,K
D,F,I
D,F,I
D,F,I
C,H,I
B,C,I
D,C,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,G,J
C,D,J
B,G,J
B,C,H
B,D,H
B,D,H
B,G,H
B,D,H
B,G,H
E,C,G
A,D,G
A,C,G
B,D,H
B,D,H
B,D,H
C,C,J
D,C,J
C,D,J
C,G,J
C,G,J
C,G,J
D,C,J
B,C,H
F,C,H
E,C,H
E,G,H
E,G,H
D,G,H
D,H,J
D,H,J
D,H,J
D,G,J
D,H,J
B,H,J
