a,b,c
A,C,G
D,D,H
D,G,H
D,G,H
F,H,K
F,H,K
C,H,K
C,H,K
F,H,K
F,H,K
D,F,K
D,F,I
E,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,K
C,D,J
C,G,J
B,G,J
B,G,H
D,F,H
B,F,H
B,F,H
B,F,H
B,F,H
F,H,K
F,H,K
F,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,D,I
A,F,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,G,J
C,F,J
C,G,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
B,C,G
B,D,H
B,D,H
C,H,H
E,C,J
A,D,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,H
B,C,H
D,C,H
E,G,H
E,G,H
E,G,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,G,H
C,H,H
C,H,H
C,H,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
F,C,G
A,C,G
A,C,G
B,D,H
B,D,H
C,D,H
C,C,G
F,C,G
C,C,G
B,D,H
B,D,H
B,H,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
B,D,H
B,D,H
C,D,H
C,H,K
C,H,K
D,H,K
D,F,I
D,H,I
D,H,I
D,H,K
D,H,K
D,H,K
C,F,J
C,H,J
E,F,J
E,G,I
E,G,I
E,G,I
E,G,I
E,D,I
E,G,I
E,G,I
E,G,I
E,G,I
B,C,I
B,D,H
D,D,H
A,F,H
A,C,G
A,C,G
E,C,G
E,D,H
E,C,H
E,D,H
A,C,G
A,C,G
A,C,G
B,D,H
B,D,H
B,D,H
A,C,G
C,C,G
A,C,G
D,G,G
B,G,H
D,G,H
F,H,H
F,D,K
F,H,K
C,H,K
F,H,K
F,H,K
F,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,C,I
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
B,G,J
C,G,J
B,G,J
B,F,H
B,F,H
B,F,H
B,H,H
B,F,H
B,F,H
F,H,K
F,H,K
F,H,K
D,F,K
D,F,I
A,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,D,K
C,G,K
C,G,J
C,G,J
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
A,C,G
A,C,G
B,C,G
B,D,H
B,D,H
B,D,H
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
D,C,H
D,C,H
D,C,H
E,G,H
E,G,H
E,G,H
D,H,H
D,H,J
D,H,J
C,H,J
D,H,J
D,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
A,C,G
A,C,G
A,C,G
B,C,H
B,D,H
B,D,H
C,C,H
B,C,G
E,C,G
B,D,G
B,D,H
B,D,H
A,D,H
F,C,G
A,C,G
A,C,G
C,C,G
A,C,G
B,C,G
B,D,H
B,D,H
C,D,H
E,C,K
C,H,K
E,H,K
D,F,I
D,F,I
D,F,I
D,H,K
D,H,K
D,H,K
C,F,K
C,F,J
C,F,J
E,G,J
E,G,I
E,G,I
E,G,I
A,G,I
C,H,I
E,H,I
E,F,I
E,D,I
B,G,I
B,D,H
B,D,H
B,D,H
A,C,G
A,G,G
A,H,G
E,D,H
E,D,H
E,D,H
A,C,G
A,C,G
A,C,G
B,D,G
B,D,H
B,D,H
A,C,H
A,C,G
A,C,G
D,C,G
C,G,H
D,G,H
F,G,H
A,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
A,C,K
E,C,K
F,C,K
E,C,K
E,H,K
E,C,K
C,G,J
C,G,J
C,G,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
F,H,H
F,H,K
F,H,K
D,F,K
D,F,I
B,F,I
D,F,I
E,F,I
D,F,I
D,F,I
D,F,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
C,G,J
C,G,J
B,G,J
B,D,H
A,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,C,G
A,C,G
F,C,G
B,D,H
B,D,H
B,D,H
C,C,J
C,C,J
C,C,J
C,G,J
D,G,J
C,G,J
D,C,J
D,C,H
D,F,H
E,C,H
E,G,H
E,G,H
D,G,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
