a,b,c
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,D,I
E,G,I
E,G,I
E,G,I
E,C,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
A,G,J
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
A,G,I
E,G,I
E,G,I
E,G,I
E,G,I
D,G,I
E,G,I
E,G,I
E,G,I
F,G,I
E,G,I
E,G,I
B,G,I
B,G,I
E,G,I
E,C,I
E,G,I
E,G,K
E,G,I
E,G,H
E,G,I
E,G,I
E,G,I
E,G,J
D,G,K
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,H
E,G,I
E,G,J
E,G,I
E,G,I
E,G,J
E,G,I
B,G,I
E,G,I
E,G,I
E,G,I
E,G,I
B,G,I
E,D,I
E,G,I
E,G,I
E,G,J
E,D,I
E,G,I
E,G,I
E,G,I
B,G,H
B,G,I
B,G,I
E,G,I
B,G,I
B,D,I
B,D,I
B,D,I
B,D,I
B,D,I
B,D,G
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
D,D,J
B,F,H
B,D,J
C,D,H
B,D,H
B,D,K
B,D,H
B,D,H
A,D,H
B,C,H
B,F,H
B,D,H
B,C,H
D,D,H
F,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,D,H
C,D,H
B,H,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,K
B,D,I
B,D,H
C,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,D,G
A,C,I
A,C,H
A,C,H
A,C,H
C,C,H
A,C,I
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,H
A,H,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,H
E,C,G
E,C,G
E,C,G
E,C,G
E,C,G
E,D,G
E,D,G
E,D,H
E,D,G
E,D,G
E,D,H
E,D,H
E,D,K
F,D,H
E,D,K
E,D,H
E,D,H
E,C,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,K
E,D,H
D,D,H
E,D,H
E,D,H
E,D,I
F,D,H
B,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
A,D,H
E,D,H
E,D,H
E,D,H
E,D,K
E,D,H
E,D,H
E,D,H
E,D,I
E,D,H
E,D,H
E,D,H
A,D,H
A,D,H
A,D,H
A,H,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
F,C,H
A,C,G
A,C,G
F,C,G
A,C,G
A,C,H
A,C,G
A,C,G
A,C,G
E,C,G
F,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
F,C,G
C,C,G
A,C,G
A,D,G
A,C,G
E,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,J
B,C,G
B,C,G
C,C,G
B,C,G
B,D,G
B,D,G
B,F,G
B,D,G
B,D,G
B,D,H
B,D,H
B,D,I
B,D,H
A,H,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,G
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,G,H
B,D,H
B,D,H
B,D,H
B,F,H
A,G,H
F,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,F,J
A,H,H
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,K
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
C,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,I
A,C,G
A,C,G
D,C,G
D,C,G
D,D,G
D,C,G
D,C,G
D,G,G
D,G,G
D,G,G
D,G,G
D,G,I
D,G,H
D,G,H
E,G,H
D,G,H
D,G,H
D,G,K
D,D,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,K
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,J
E,G,H
D,G,H
D,G,H
D,G,J
D,G,H
D,G,H
B,G,H
D,G,H
B,G,H
D,G,H
D,G,H
D,G,H
A,G,H
D,G,H
D,G,H
D,G,H
C,D,H
D,G,H
F,G,H
E,G,H
F,G,K
F,G,H
F,G,H
F,G,K
F,G,H
F,H,H
F,H,I
F,H,H
F,H,H
F,H,H
C,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
E,H,K
F,H,K
F,H,K
F,H,K
A,H,K
A,H,I
F,H,K
F,H,K
F,H,K
F,H,H
F,H,K
F,H,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,C,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,F,G
F,H,K
F,H,K
F,H,K
B,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,G,J
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,G
F,D,K
F,H,K
F,G,K
E,H,H
F,H,K
F,H,K
A,G,K
F,H,K
F,D,K
F,H,H
F,H,K
F,G,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,I
F,H,K
F,H,K
F,H,K
F,H,K
B,H,K
F,H,G
F,H,K
F,H,K
F,H,K
F,H,K
F,H,I
F,H,K
F,H,K
F,H,K
D,D,K
D,H,K
D,H,K
D,H,K
D,H,K
D,F,K
D,F,K
D,F,K
D,F,K
D,D,K
D,F,K
D,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
C,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
E,F,J
D,F,I
C,F,I
D,F,I
D,F,H
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
F,F,J
D,F,I
E,H,I
D,F,I
D,G,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
A,F,I
E,F,I
D,G,I
A,H,H
D,F,I
F,F,K
B,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
D,F,J
D,C,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,H,I
D,F,K
D,F,I
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,K
B,F,I
A,F,I
D,F,I
E,F,I
E,F,I
E,F,I
E,H,I
E,F,I
E,C,I
E,C,I
E,C,I
E,C,I
E,D,I
E,D,K
B,C,K
E,H,K
E,C,G
E,C,K
F,C,K
E,C,K
E,H,G
E,C,K
E,D,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,G
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,I
E,C,K
E,C,K
E,G,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
B,G,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,H
E,C,J
E,C,K
E,C,J
E,C,K
E,C,K
D,F,K
E,C,H
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,G
A,C,K
E,C,K
E,C,K
E,C,H
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
C,C,K
C,C,K
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
B,G,J
C,G,J
C,G,K
C,G,J
C,C,J
C,G,J
C,G,G
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
B,G,J
D,G,J
B,G,J
B,G,J
B,F,H
B,F,J
B,F,J
B,F,J
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,H,H
F,F,H
B,F,H
B,F,H
B,F,H
D,F,K
B,D,H
B,F,I
B,F,H
B,F,H
B,F,H
B,C,K
C,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,G,H
B,F,H
B,F,H
B,G,H
B,F,H
C,F,H
B,F,H
C,F,H
C,F,H
B,F,H
B,F,H
B,F,H
B,F,H
D,F,I
B,F,I
B,G,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,F,H
E,F,H
B,F,H
B,F,H
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,I
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,G
B,F,H
A,F,H
B,F,H
B,F,H
B,F,H
F,F,H
F,F,H
F,F,H
F,F,H
F,F,H
C,H,H
F,H,H
F,H,K
F,H,J
F,H,H
F,H,K
F,H,I
F,F,K
F,H,K
F,H,K
F,H,K
F,F,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,G
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,D,J
F,H,K
F,H,K
F,H,K
F,H,K
B,H,K
F,C,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,H,K
D,H,K
C,H,K
B,H,K
D,F,K
D,F,K
D,F,K
D,F,K
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
A,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,G,I
D,G,J
D,F,I
D,G,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,H
B,F,I
D,F,I
D,F,H
D,C,I
D,F,I
D,F,I
D,F,I
D,H,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
C,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,F,I
E,F,I
E,D,I
E,F,I
E,F,I
E,F,I
D,C,I
E,C,I
E,C,G
E,C,I
E,C,I
E,H,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,I
D,C,K
E,G,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,J
E,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
E,C,H
E,D,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,G
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,K
E,H,K
B,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,C,K
E,C,H
B,C,K
E,C,H
E,C,K
E,C,K
E,G,K
E,G,K
C,C,K
C,H,K
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,I
C,G,J
C,G,J
E,G,J
E,G,J
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,D,J
C,C,J
C,G,J
B,G,J
B,F,J
B,G,J
B,F,H
B,G,J
B,D,I
B,D,J
B,D,J
B,D,J
B,G,J
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,G
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,F,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,G,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,I
B,D,H
B,G,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
D,D,H
B,D,H
A,D,H
B,D,H
B,D,G
B,D,J
B,D,H
B,D,H
A,D,H
A,H,H
A,D,H
F,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,G
A,C,H
A,C,G
A,C,J
A,G,K
A,C,I
A,C,G
A,D,G
B,C,G
F,C,G
A,C,G
A,C,G
A,C,K
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
A,C,I
A,C,G
A,C,G
D,C,G
A,F,G
D,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,J
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
B,C,I
B,C,G
B,C,G
B,C,G
B,C,G
B,D,K
B,D,G
B,G,G
B,D,I
D,D,G
B,D,H
B,D,K
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
C,D,H
B,D,I
B,D,H
B,D,K
C,F,H
B,D,H
B,D,I
B,D,I
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,F,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,G
B,D,H
D,D,H
B,D,J
C,D,H
C,D,H
C,F,H
C,G,H
C,D,H
C,C,H
C,C,H
C,C,H
C,C,H
C,G,H
C,C,H
C,C,J
C,C,I
C,C,J
C,C,J
C,C,J
C,C,J
D,C,I
C,H,J
C,C,J
A,C,J
C,C,J
F,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,H
C,C,J
B,C,J
C,C,J
C,G,J
C,C,J
A,C,J
C,C,J
B,C,J
C,C,J
C,C,J
C,G,J
C,C,J
C,C,J
C,C,K
B,C,J
C,G,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,D,J
C,G,J
C,C,J
C,G,J
C,D,J
C,G,J
C,H,J
C,G,J
C,F,H
C,G,J
C,G,J
C,G,J
C,C,G
C,G,J
C,H,J
D,G,J
C,G,J
C,D,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
C,G,J
F,G,J
F,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
C,G,J
C,G,J
C,G,J
D,G,J
D,G,J
A,C,J
D,G,J
D,G,J
D,C,J
D,C,J
D,G,J
D,C,H
F,C,J
F,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
C,C,H
D,C,H
D,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
B,C,H
D,C,H
D,C,H
D,C,K
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
F,H,H
D,F,H
D,C,H
D,C,H
D,C,H
D,C,H
F,C,H
D,C,G
D,C,H
A,C,H
D,C,H
E,C,H
E,C,H
E,H,H
B,C,H
A,C,H
E,G,J
E,G,H
E,G,H
F,G,H
E,G,H
E,H,J
E,G,H
E,G,H
C,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,D,H
E,D,H
E,G,H
E,G,H
E,G,J
E,G,H
E,G,H
E,F,H
E,G,H
E,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,H,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,F,H
D,C,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,H,H
D,H,H
D,D,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
A,H,G
C,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,C,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,C,H
D,H,J
D,C,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,K
D,H,I
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,H
D,H,G
E,H,G
D,H,K
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
A,H,J
D,H,J
D,H,J
D,H,J
F,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
B,H,I
D,H,K
D,H,J
D,H,H
D,H,J
D,H,J
F,H,J
E,H,J
D,H,J
E,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,J
C,H,J
C,H,K
C,F,J
C,H,J
C,H,K
C,H,G
C,C,J
C,G,J
C,F,H
C,H,J
C,H,H
C,D,G
B,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
A,H,H
C,H,H
C,H,H
C,H,H
C,H,G
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,G,G
C,H,H
C,H,H
C,H,H
C,H,H
C,H,J
C,H,K
B,H,H
C,H,H
C,H,H
C,H,H
F,H,H
D,H,H
C,H,H
C,H,H
E,H,H
C,G,J
C,H,H
C,H,G
C,H,H
C,H,H
C,F,H
C,H,H
C,G,H
C,G,H
C,H,H
C,H,H
E,H,H
C,H,H
C,H,H
C,H,G
C,H,H
C,H,H
C,H,H
B,H,H
C,G,H
B,H,H
B,H,H
B,H,I
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
C,D,J
B,H,H
B,H,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,F,J
B,D,H
B,D,H
B,D,H
B,D,H
F,D,K
B,D,J
B,D,H
B,D,H
C,D,H
B,D,H
F,D,H
B,D,H
B,D,J
B,D,G
B,D,H
B,D,K
B,D,H
D,D,H
B,D,H
B,D,G
B,D,H
A,D,H
F,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,K
A,C,H
A,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,H,G
A,C,K
C,C,G
A,F,J
A,H,G
D,F,G
A,C,I
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
E,D,G
B,D,G
B,D,G
B,F,J
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
