a,b,c
E,G,I
E,F,I
E,G,I
E,G,I
E,G,I
E,G,I
B,G,I
E,G,I
E,G,I
A,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
D,G,I
C,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
A,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,F,I
E,G,I
E,G,I
D,G,I
E,F,I
E,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
E,G,I
E,H,I
E,G,I
E,G,I
E,G,I
E,C,I
E,G,I
E,G,I
E,G,I
E,G,I
E,F,I
E,G,I
E,D,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,F,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
E,G,I
B,G,I
B,G,I
B,G,I
B,G,I
B,G,I
B,D,I
C,D,I
B,D,I
D,C,I
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
A,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
A,D,H
A,D,H
A,F,H
A,D,H
A,D,H
F,C,H
A,C,H
A,C,H
A,C,H
A,C,H
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
E,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
F,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,C,G
A,G,G
F,C,G
A,F,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
E,C,G
E,C,G
E,C,G
E,C,G
E,C,G
E,D,G
E,D,G
E,D,G
E,F,G
E,D,G
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,F,H
B,D,H
E,D,H
E,D,H
E,D,H
A,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
F,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,C,H
E,D,H
E,D,H
E,D,H
E,G,H
E,D,H
E,D,H
E,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,H
A,F,H
A,C,H
A,C,H
A,C,G
A,H,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,G
F,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,D,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,G,G
B,D,G
B,D,G
B,D,G
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,H,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
D,D,H
C,D,H
B,D,H
B,D,H
B,H,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
B,D,H
C,D,H
A,D,H
A,D,H
A,D,H
A,D,H
D,G,H
A,C,H
A,C,H
A,C,H
A,H,H
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
C,C,G
D,C,G
B,C,G
E,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,D,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
F,C,G
A,C,G
B,C,G
D,D,G
D,C,G
B,C,G
D,G,G
D,G,G
D,G,G
D,G,G
D,G,G
F,G,H
C,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,C,H
E,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
E,G,H
D,G,H
D,G,H
D,G,H
D,F,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
B,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
F,G,H
D,G,H
D,G,H
A,G,H
D,D,H
E,G,H
F,G,H
F,G,H
F,G,H
E,G,H
F,H,H
F,H,H
F,H,H
F,H,H
C,H,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
A,H,K
F,H,K
F,H,K
F,H,K
A,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
C,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
B,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,G,K
F,G,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,G,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
A,H,K
F,H,K
A,H,K
B,H,K
F,H,K
F,H,K
F,H,K
F,D,K
F,H,K
F,H,K
A,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,H,K
D,H,K
D,G,K
A,H,K
F,F,K
D,F,K
D,F,K
D,F,K
D,C,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
D,F,I
C,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
F,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
C,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
F,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
C,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
A,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
C,F,I
D,F,I
E,F,I
E,F,I
E,C,I
E,C,I
E,C,I
E,C,I
E,C,I
E,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,G,K
E,C,K
E,D,K
E,C,K
E,G,K
E,C,K
C,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
B,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,D,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
D,C,K
B,C,K
D,D,K
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
E,C,K
D,H,K
D,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,C,K
C,C,K
C,D,K
C,C,K
C,C,K
F,G,K
C,G,K
B,G,K
C,G,K
C,G,K
C,G,J
C,G,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
B,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
E,G,J
C,G,J
C,G,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,J
C,G,J
B,G,J
B,G,J
B,G,J
B,G,J
B,G,J
B,F,J
B,F,J
B,F,J
B,F,J
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
D,H,H
B,F,H
B,F,H
B,G,H
A,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,D,H
B,F,H
B,F,H
B,F,H
C,F,H
B,F,H
B,C,H
B,F,H
B,F,H
B,C,H
B,F,H
B,F,H
B,G,H
B,F,H
B,D,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,G,H
B,F,H
B,F,H
B,F,H
B,H,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
D,F,H
B,G,H
B,F,H
B,F,H
A,F,H
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
A,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
A,F,H
B,F,H
A,F,H
B,F,H
B,F,H
F,F,H
F,F,H
F,H,H
F,F,H
F,F,H
F,C,H
F,H,H
F,H,H
F,H,H
F,C,H
F,H,K
F,H,K
F,C,K
F,G,K
F,H,K
F,H,K
F,H,K
F,H,K
E,G,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,G,K
F,H,K
F,H,K
F,H,K
D,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,D,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,F,K
D,D,K
D,D,K
D,F,K
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,G,I
D,F,I
F,F,I
A,F,I
D,F,I
D,F,I
F,F,I
D,F,I
F,F,I
D,F,I
A,F,I
D,D,I
D,F,I
D,F,I
D,C,I
A,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
F,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
F,F,I
D,F,I
F,H,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
E,G,I
E,F,I
E,F,I
E,F,I
E,F,I
F,C,I
E,C,I
E,C,I
E,C,I
E,C,I
E,C,K
E,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
E,C,K
B,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,D,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
D,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,F,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
E,C,K
C,C,K
C,C,K
C,C,K
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
C,G,J
C,G,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
E,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
F,G,J
B,G,J
B,G,J
B,G,J
B,G,J
B,H,J
B,D,J
B,D,J
E,D,J
B,D,J
B,D,J
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,C,H
B,D,H
B,D,H
A,D,H
B,D,H
B,C,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
A,D,H
A,D,H
D,D,H
A,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,H,G
A,D,G
A,C,G
A,C,G
A,C,G
A,C,G
D,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,H
B,D,H
C,D,H
B,D,H
B,D,H
B,D,H
F,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
A,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,F,H
F,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
C,D,H
C,F,H
C,D,H
C,D,H
C,C,H
C,C,H
C,C,H
C,H,H
C,D,H
C,C,H
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
D,C,J
C,C,J
C,C,J
C,C,J
C,H,J
B,C,J
C,C,J
E,C,J
C,C,J
C,C,J
A,C,J
C,C,J
C,F,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
D,D,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,G,J
C,G,J
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
E,G,J
D,C,J
D,G,J
D,G,J
D,G,J
D,G,J
D,C,J
D,G,J
D,C,J
D,H,J
E,C,J
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
F,C,H
D,C,H
D,C,H
D,G,H
D,C,H
D,C,H
D,C,H
D,C,H
D,F,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
B,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,H,H
D,C,H
D,C,H
F,C,H
D,C,H
E,H,H
E,C,H
E,C,H
E,H,H
E,C,H
E,G,H
E,G,H
E,C,H
E,G,H
E,G,H
E,G,H
E,C,H
E,G,H
E,G,H
E,G,H
F,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,H,H
E,G,H
E,G,H
D,G,H
F,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,D,H
E,G,H
E,G,H
E,G,H
E,F,H
E,G,H
E,G,H
E,G,H
E,G,H
D,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
A,G,H
E,C,H
E,G,H
E,G,H
D,G,H
D,G,H
D,H,H
D,G,H
D,G,H
D,H,H
D,H,H
D,C,H
B,H,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,C,J
D,H,J
E,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,G,J
D,C,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
F,H,J
D,H,J
D,H,J
C,H,J
D,H,J
E,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
B,H,J
D,H,J
D,H,J
D,H,J
A,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
B,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
F,H,J
D,F,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,F,J
D,H,J
C,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,J
C,H,J
C,H,J
B,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,F,H
C,C,H
C,H,H
C,H,H
C,H,H
E,H,H
C,H,H
B,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,G,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
A,H,H
C,H,H
B,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,C,H
C,H,H
C,H,H
C,H,H
C,F,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,F,H
B,H,H
F,H,H
C,H,H
C,H,H
D,H,H
B,H,H
B,H,H
B,H,H
B,H,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
E,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
F,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,D,H
A,D,H
A,D,H
A,H,H
A,D,H
A,G,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
D,D,G
E,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
F,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
E,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,D,G
E,D,G
F,D,G
B,D,G
B,D,H
B,G,H
B,D,H
F,D,H
B,C,H
B,D,H
B,D,H
B,F,H
C,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
