a,b,c
D,D,J
D,C,J
D,C,H
D,C,J
D,F,H
D,G,J
D,H,I
D,C,J
D,H,J
D,H,J
D,F,J
D,H,J
C,H,J
D,H,J
D,C,J
D,G,J
D,C,J
B,G,J
D,H,J
D,H,J
D,C,J
D,C,J
D,H,J
D,G,J
D,D,J
A,D,J
C,H,J
D,G,J
D,G,J
D,H,J
D,D,J
D,G,G
D,G,J
F,D,K
F,H,K
D,H,K
E,D,K
D,G,K
D,D,J
D,F,K
D,H,K
D,F,K
D,H,K
D,F,K
D,G,K
F,C,K
D,F,K
D,H,K
D,C,K
D,C,K
D,G,K
D,G,K
D,G,K
D,H,K
E,G,G
D,H,K
D,H,K
D,F,K
D,F,K
D,H,G
A,D,J
D,F,K
D,H,I
D,F,I
D,G,K
D,G,K
D,C,K
D,D,K
F,D,K
D,H,J
D,C,K
D,H,K
D,C,K
C,F,K
C,C,K
C,H,K
D,G,J
C,F,K
C,D,K
C,G,K
C,D,K
C,C,K
B,F,J
C,F,J
C,D,J
C,G,J
C,G,J
C,G,J
C,F,H
C,G,J
C,H,J
C,D,G
D,H,J
C,F,J
F,F,J
D,H,J
C,G,J
C,G,J
C,C,J
C,G,J
C,C,J
C,F,J
C,D,J
C,D,J
C,D,K
C,D,J
C,D,J
C,F,J
C,H,J
F,F,J
C,C,J
C,D,H
C,F,J
C,F,J
C,G,G
C,H,J
C,G,J
C,D,J
C,D,J
C,G,J
D,G,J
C,G,K
C,G,J
C,G,J
A,G,J
C,G,J
E,G,J
C,G,J
A,C,J
F,F,J
B,G,J
F,F,J
B,G,J
B,G,K
C,G,K
B,G,G
D,G,K
B,G,K
A,F,K
C,G,K
A,G,K
C,G,K
A,G,J
F,H,J
F,G,K
B,G,K
E,G,K
A,G,K
A,G,K
B,G,K
D,G,K
B,G,K
F,G,K
B,G,K
F,G,K
D,C,K
C,G,K
B,G,J
C,G,K
A,D,K
B,C,K
D,G,K
C,G,K
A,G,K
F,H,K
A,G,K
E,G,G
B,G,K
A,H,K
B,H,H
C,H,K
C,H,K
A,H,K
C,H,K
C,H,H
E,H,K
B,H,K
F,H,K
D,G,J
E,H,K
F,H,I
C,H,K
F,H,G
B,H,H
F,H,J
C,H,J
F,H,G
B,G,K
A,H,G
C,H,K
B,H,K
D,H,K
A,H,I
E,H,I
A,H,G
B,H,K
A,H,H
B,H,K
D,H,G
B,H,H
D,H,G
E,H,H
E,H,G
C,H,K
D,H,H
A,H,K
B,H,G
F,H,H
C,H,K
C,F,J
E,H,G
B,H,H
E,H,H
B,H,I
E,F,J
A,H,I
E,H,H
E,H,H
C,F,G
F,F,J
C,F,K
C,G,G
C,F,I
D,F,J
C,F,H
B,F,H
E,F,K
D,F,G
B,F,J
E,F,K
D,F,J
F,F,K
F,F,J
D,F,K
C,F,J
E,F,J
B,F,K
D,F,G
F,F,G
F,F,H
A,F,K
A,D,I
E,F,I
B,F,J
F,F,J
B,F,K
C,F,I
C,F,I
E,F,K
A,F,K
C,F,J
F,F,K
E,F,H
D,F,K
E,F,I
A,F,J
F,F,K
B,F,K
D,F,H
E,F,K
F,F,G
E,F,H
D,C,G
E,F,J
F,F,H
A,F,K
F,F,K
D,F,H
E,F,H
D,F,G
B,F,J
D,F,G
B,F,I
B,F,G
B,F,I
B,F,G
B,F,K
B,F,H
B,D,J
B,D,K
B,D,K
B,D,K
B,D,G
B,D,H
B,H,H
E,D,H
B,D,H
B,D,G
B,D,H
B,D,H
A,D,H
B,D,H
C,D,H
B,C,H
B,D,H
B,D,H
B,D,H
A,C,H
B,D,H
B,D,G
B,D,J
B,D,H
B,D,H
B,D,H
B,C,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
A,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,K
A,D,J
C,G,H
A,C,H
A,C,G
A,C,G
A,C,I
C,H,J
A,C,G
A,G,G
A,C,G
A,H,G
A,D,G
A,C,G
A,C,J
A,G,G
A,C,K
A,C,G
A,C,J
A,C,G
A,C,G
A,D,G
A,C,G
A,H,G
A,C,G
C,C,I
A,C,K
A,C,G
A,F,G
A,F,G
A,C,G
A,H,G
E,G,G
A,C,G
A,C,G
A,G,G
A,C,G
F,C,G
A,C,J
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
E,C,J
E,C,G
A,C,G
E,C,I
E,C,G
E,F,G
E,F,G
E,F,K
B,F,K
E,D,G
E,C,H
E,F,H
E,H,H
E,H,G
E,D,I
E,D,H
E,H,H
C,D,K
E,G,I
E,C,G
E,C,G
E,F,H
E,D,I
E,D,I
E,G,H
E,D,J
E,F,G
E,F,G
E,C,J
E,H,K
E,H,G
E,H,H
B,H,K
E,G,H
E,C,H
E,F,I
E,H,H
E,G,H
E,G,H
E,H,H
E,F,K
E,G,H
E,D,G
E,F,H
E,F,H
E,D,J
A,H,I
E,D,H
E,H,K
E,H,H
A,C,J
A,H,I
A,G,G
A,D,J
A,D,J
A,F,K
A,C,G
A,C,I
A,F,G
D,C,H
A,C,G
A,C,H
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,D,G
A,H,G
A,D,G
A,C,G
A,F,K
A,D,G
A,C,G
A,F,J
E,C,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,H,K
A,C,K
A,C,G
B,H,G
F,G,I
B,D,J
A,C,G
B,C,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,J
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,K
C,D,H
B,D,H
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,I
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,C,G
B,D,H
A,H,H
A,D,H
A,D,G
A,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,F,H
A,C,H
A,C,G
A,D,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
E,F,G
A,F,G
A,D,G
F,C,G
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,I
A,C,J
A,C,G
A,D,G
C,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
D,C,G
C,C,G
D,C,G
D,H,G
D,D,G
D,H,G
D,C,G
D,H,G
D,G,H
D,C,G
D,G,I
D,G,H
D,F,K
A,C,I
D,D,J
D,F,J
D,H,J
D,F,K
D,F,I
C,D,G
D,H,H
A,C,H
D,F,I
D,F,H
A,F,G
D,C,H
D,G,G
D,C,K
D,G,I
D,C,H
D,G,G
D,C,I
F,G,J
D,F,K
D,H,H
D,F,J
D,F,G
D,F,J
D,G,J
D,D,H
D,H,K
D,F,I
D,F,K
D,C,H
D,D,I
D,H,K
D,F,J
D,D,J
D,D,J
D,F,K
C,H,K
F,C,H
F,F,G
A,G,J
F,H,K
F,F,K
F,D,G
F,F,J
C,F,G
F,C,J
F,H,K
F,F,I
F,G,K
F,G,G
B,G,I
F,F,G
F,H,J
F,C,J
F,G,G
F,F,K
F,F,G
D,H,G
F,H,I
D,F,H
D,C,H
B,H,H
F,G,I
F,C,J
F,D,J
F,C,J
F,C,I
F,D,J
F,F,I
F,G,G
F,G,H
A,H,K
F,G,H
B,C,G
D,G,I
F,H,K
F,D,J
F,G,H
F,G,H
F,G,H
F,F,G
F,H,G
F,C,H
F,G,G
F,F,I
F,C,J
C,G,G
E,F,H
B,G,I
F,F,J
E,G,K
A,C,G
C,C,G
B,F,I
E,G,I
D,C,J
C,H,J
E,G,I
D,C,H
F,H,I
A,F,H
F,C,I
E,C,I
C,H,I
F,G,K
C,F,H
E,H,K
D,C,K
B,G,J
C,G,H
A,F,I
B,C,G
F,F,I
E,D,H
A,G,H
D,D,H
A,C,H
F,D,K
F,D,J
C,H,I
C,H,J
F,G,I
E,C,G
D,F,G
A,D,H
A,C,I
D,D,H
C,D,G
F,H,H
C,G,I
A,G,H
B,F,G
D,G,J
A,F,J
A,F,I
B,F,I
D,F,I
D,F,H
D,F,G
D,F,I
D,D,G
D,H,I
D,D,I
D,G,H
E,C,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,C,I
D,F,I
D,C,I
D,G,I
D,G,I
D,H,I
D,F,I
D,C,I
E,F,I
D,F,I
D,F,I
D,C,I
D,F,I
B,F,I
D,F,I
D,F,H
D,C,I
D,F,I
D,F,I
D,F,I
D,F,G
A,F,I
C,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,G,K
D,F,G
D,F,G
D,F,G
D,F,G
D,F,G
D,F,G
D,D,G
D,F,I
D,H,G
D,C,G
D,H,G
D,D,G
D,C,G
A,H,G
D,H,G
D,H,K
D,H,G
D,H,G
E,H,G
F,G,G
D,H,G
D,H,G
D,H,G
D,C,G
D,H,G
D,H,G
D,F,G
D,H,H
D,H,H
D,H,G
D,H,G
D,H,H
D,H,G
D,H,G
D,H,G
F,H,J
D,H,G
D,H,G
D,H,G
D,H,G
D,H,G
D,H,G
D,G,G
D,H,G
D,C,G
D,H,G
D,D,G
D,H,G
D,H,G
D,H,G
D,H,G
D,H,G
D,H,G
B,F,G
D,H,G
D,H,G
D,C,G
D,H,G
D,F,G
D,H,G
D,G,G
D,G,G
D,F,G
D,F,G
D,C,G
D,F,I
D,H,G
D,H,G
E,C,G
E,C,H
E,F,G
E,H,G
E,D,G
E,C,G
E,H,G
E,C,G
E,C,G
E,H,G
E,C,K
E,G,K
E,C,K
E,C,H
E,C,K
E,F,K
E,C,I
E,C,K
E,C,K
E,C,K
B,C,K
E,C,K
E,C,I
B,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,J
C,C,H
A,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,F,K
B,D,K
E,G,H
E,C,K
E,C,K
E,C,K
E,C,K
E,F,I
E,C,H
E,C,K
E,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,C,K
E,C,K
E,H,G
E,C,K
E,D,K
D,C,K
E,C,K
E,C,K
E,C,K
B,G,K
B,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,C,K
E,H,K
E,C,H
E,C,K
E,C,K
B,D,K
E,H,K
E,H,K
E,C,J
E,C,K
E,C,K
E,C,I
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
C,C,K
E,C,H
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
E,C,K
B,C,K
C,C,K
C,F,K
C,C,K
C,C,K
C,G,K
C,G,K
E,G,K
C,F,K
C,G,K
F,G,J
C,G,J
B,G,I
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
E,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,G,K
C,G,J
F,G,J
C,G,J
D,C,J
C,C,J
C,G,J
C,D,J
C,G,J
C,G,J
C,G,G
C,D,J
C,G,J
F,G,J
B,G,J
C,G,J
C,C,J
C,G,H
F,G,J
C,G,J
C,G,J
C,G,J
B,G,J
B,G,J
B,G,J
B,D,J
B,G,G
B,C,J
B,F,J
B,D,J
A,H,J
B,H,J
B,G,K
B,D,J
B,G,H
B,G,G
B,D,H
B,H,H
B,C,J
B,F,H
B,C,I
B,F,I
C,C,G
B,H,I
B,D,H
B,D,J
B,G,K
F,F,I
B,G,G
B,C,J
B,H,H
B,G,G
B,F,I
E,C,H
B,C,K
B,C,I
A,C,G
B,G,G
B,G,G
B,F,K
B,G,K
B,F,J
B,G,H
B,H,H
B,G,J
B,F,G
B,D,J
B,F,I
B,H,J
B,F,J
F,D,I
B,G,K
B,D,H
B,C,I
A,G,I
C,D,J
B,G,I
B,D,H
B,H,I
F,G,H
B,C,K
B,F,J
C,H,J
D,F,G
C,G,H
B,D,G
B,D,K
B,F,G
B,F,J
B,C,I
B,G,H
B,G,G
B,H,I
A,H,I
D,D,J
B,H,H
B,F,K
B,H,G
B,H,I
B,G,H
B,C,H
D,H,J
B,D,G
B,F,J
B,D,J
B,F,J
A,C,H
B,H,J
A,G,H
B,C,G
B,C,G
B,D,J
B,G,J
B,F,J
B,H,K
B,D,I
C,F,I
B,G,G
F,H,I
B,H,H
B,C,I
A,C,G
F,H,J
F,G,I
F,D,H
F,C,K
F,D,G
F,H,G
F,D,I
F,H,J
F,C,J
F,H,G
A,H,K
F,H,K
F,H,K
F,H,K
F,C,K
F,H,K
A,H,K
F,H,G
F,H,K
F,H,G
F,D,I
F,H,K
F,H,K
F,H,H
F,G,K
F,H,K
F,H,K
B,H,K
B,H,K
A,H,K
F,H,K
F,H,K
B,H,K
F,G,G
A,H,K
F,C,K
F,C,K
E,H,K
F,H,K
F,H,K
E,H,K
F,D,K
A,D,K
F,H,K
F,H,K
A,H,H
F,H,H
B,H,K
F,H,K
D,H,K
D,H,G
D,H,I
D,H,K
D,H,G
D,H,K
D,F,K
D,F,K
D,F,K
D,C,K
D,F,K
D,F,I
D,F,I
C,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,I
D,F,G
D,F,I
C,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
F,H,I
D,F,I
D,F,I
A,F,I
D,D,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,H
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,C,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
C,F,I
E,F,I
E,F,I
E,F,I
E,F,I
E,C,I
E,C,I
E,C,I
E,C,I
B,C,I
E,C,K
E,C,K
E,C,K
E,H,G
E,C,K
E,C,K
A,H,K
E,C,K
B,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,D,K
C,C,K
E,G,K
E,D,K
E,C,K
F,D,K
E,C,K
E,C,K
E,D,K
B,C,K
E,H,J
E,C,K
D,C,K
E,C,K
E,F,K
D,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,D,K
E,D,K
D,H,K
E,C,K
E,C,K
B,C,K
E,C,J
E,C,K
E,C,K
E,C,K
E,C,K
E,D,K
E,C,K
E,H,G
E,C,K
D,F,K
E,F,K
F,G,K
E,C,K
E,G,K
B,C,G
E,C,K
E,D,K
E,C,K
E,C,K
E,C,K
E,C,K
D,C,K
E,C,K
B,C,K
C,F,K
E,C,I
E,C,K
A,C,K
E,C,K
E,C,K
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
E,F,K
B,C,K
D,C,K
E,C,K
E,C,K
E,C,K
D,C,H
E,C,I
A,C,K
E,C,J
E,C,K
E,C,K
C,C,K
C,H,K
C,C,K
C,C,K
D,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
E,C,G
C,G,H
C,G,J
C,G,H
C,G,J
C,G,J
C,G,J
A,G,K
C,G,J
C,G,J
C,G,J
C,G,H
E,G,K
C,G,I
C,G,J
F,G,J
C,G,J
D,G,J
C,G,J
C,G,I
C,G,J
C,G,J
C,G,J
C,G,J
E,C,J
C,G,K
C,G,J
C,D,G
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,G
C,G,J
C,G,J
C,G,J
B,G,J
B,G,J
B,G,J
F,G,J
B,G,J
B,H,G
B,C,G
B,D,G
B,D,G
B,D,G
B,F,G
B,F,G
B,D,G
B,C,G
B,C,G
C,G,G
B,G,J
A,H,G
B,C,H
B,D,G
B,F,G
B,H,G
B,G,G
B,C,G
B,F,G
B,H,I
C,C,G
B,G,G
B,C,G
C,G,G
B,C,G
B,D,G
B,D,G
D,F,G
B,D,G
F,C,G
B,C,G
B,H,G
A,H,G
B,C,G
B,D,G
B,F,G
B,C,H
C,C,G
B,H,J
B,F,G
E,F,G
B,F,G
B,G,G
B,F,I
B,F,G
B,D,G
B,H,K
A,H,G
B,D,G
B,H,K
B,D,J
B,H,G
B,C,J
B,C,J
C,F,J
F,F,G
A,D,J
B,G,J
B,G,J
B,H,J
B,D,J
C,F,J
B,D,J
B,F,J
B,F,J
A,F,J
D,H,J
B,F,J
B,F,J
B,G,J
B,H,J
B,C,J
B,F,J
B,F,J
B,F,J
B,G,J
B,D,J
B,H,J
B,G,K
B,G,J
B,D,J
B,D,J
B,F,J
B,F,J
B,C,G
B,H,J
B,F,J
B,G,J
A,C,J
B,H,J
B,H,J
D,H,J
E,H,J
B,H,J
F,H,J
F,H,J
B,C,J
F,H,H
F,H,G
F,H,H
A,H,H
F,H,H
F,H,H
F,H,H
C,H,H
F,H,H
F,H,H
F,H,H
F,H,H
C,C,H
F,H,H
F,H,H
A,C,H
F,H,H
F,H,H
F,H,H
F,H,H
F,H,H
F,H,H
F,H,H
F,H,H
D,H,H
B,H,K
F,H,H
F,D,G
F,H,H
F,H,H
F,H,H
F,H,H
F,C,H
F,C,H
F,C,H
E,C,H
C,C,G
F,C,H
F,C,H
F,C,H
F,C,H
F,C,H
F,G,H
F,C,H
F,C,H
F,C,H
F,C,H
C,C,H
B,D,H
C,C,I
F,C,H
E,C,G
F,C,G
E,D,G
E,C,G
C,C,G
F,C,G
F,C,G
F,C,H
F,C,G
D,D,G
E,C,G
E,D,G
C,C,G
D,C,G
A,C,G
E,D,G
D,C,G
C,C,G
B,C,G
D,C,G
F,C,G
F,C,G
E,C,G
E,C,G
B,C,G
C,C,G
C,C,G
C,C,G
E,C,G
B,C,G
F,C,G
F,C,G
A,C,G
B,C,G
D,C,I
F,C,K
B,C,G
F,C,G
A,C,K
C,C,G
F,H,G
F,G,G
D,G,G
B,G,G
E,G,G
A,G,G
D,G,G
E,G,G
C,G,G
D,G,G
F,G,G
F,G,J
C,G,J
C,G,J
A,G,J
B,G,J
B,G,G
D,G,J
B,G,J
E,G,H
A,G,H
A,G,J
B,G,J
C,G,J
B,D,J
B,C,J
D,G,J
E,G,J
D,G,H
A,G,J
B,G,J
C,G,I
B,G,J
D,G,J
C,G,J
D,G,J
F,G,G
A,G,J
E,H,K
D,G,J
E,G,J
E,G,J
E,G,J
D,G,J
D,G,J
B,G,J
F,G,J
B,G,J
A,G,I
F,G,J
E,G,H
F,G,J
B,G,J
D,F,J
A,G,J
A,G,J
D,G,J
A,G,J
E,G,J
E,H,J
E,G,J
A,G,H
D,G,H
D,G,H
B,G,H
E,G,H
F,G,I
C,G,H
C,G,H
C,G,I
E,G,H
A,G,H
D,G,H
F,G,H
B,G,H
A,G,H
C,G,H
C,G,H
D,G,G
B,G,H
B,G,I
B,F,H
E,G,H
E,G,H
E,D,G
C,G,H
F,G,H
F,G,H
F,G,H
D,G,H
A,G,H
A,G,I
C,G,H
B,G,H
B,G,H
F,G,H
A,D,J
F,G,H
D,G,H
D,G,H
C,G,G
B,F,H
E,F,H
D,F,H
D,F,H
B,F,H
C,F,H
A,F,H
D,F,H
B,F,H
A,F,K
A,F,K
D,F,K
C,F,K
C,F,K
A,F,K
F,G,K
C,F,K
E,F,K
A,F,K
B,F,K
E,F,J
B,F,K
B,F,K
F,F,K
C,F,K
D,H,K
F,F,J
B,F,J
F,F,K
D,F,H
F,F,K
B,F,K
D,F,K
E,F,K
E,F,K
D,H,K
C,F,K
A,F,K
C,F,K
C,F,K
D,F,H
E,F,K
C,F,K
B,D,K
D,F,K
D,F,K
F,F,K
D,F,K
B,D,K
E,F,K
B,F,K
C,F,K
F,F,K
C,F,K
C,F,K
A,F,K
A,F,K
A,F,K
A,F,K
F,G,K
E,F,G
E,F,G
D,F,G
C,F,G
F,F,G
C,F,G
E,F,G
E,D,G
C,F,G
F,F,J
D,F,G
F,F,G
F,F,G
A,F,G
A,F,G
A,F,G
C,F,G
E,F,G
D,C,G
A,F,G
A,H,G
A,H,G
F,H,I
A,H,J
F,H,G
C,F,G
A,H,G
C,H,G
B,H,G
D,H,G
C,H,G
D,F,G
D,H,G
E,H,G
F,H,G
A,H,G
C,H,G
D,H,K
B,D,G
F,H,G
E,H,G
C,H,G
F,H,G
A,H,J
A,H,G
D,H,I
D,H,G
D,H,G
D,H,I
D,F,G
D,C,I
D,H,I
D,H,I
D,H,I
D,H,I
D,H,I
C,H,I
D,F,K
D,H,I
D,H,I
D,H,I
D,H,I
D,H,I
D,H,I
A,H,I
D,H,I
F,F,I
D,H,I
D,D,I
D,H,I
D,H,I
D,H,I
C,H,I
D,H,I
D,H,I
E,H,I
D,D,I
D,H,I
D,H,I
D,H,I
D,H,I
D,H,I
D,H,I
E,H,I
D,H,H
D,H,I
F,F,I
D,G,I
B,H,I
D,H,H
D,H,K
D,H,I
D,H,I
D,H,I
D,H,I
D,G,J
D,C,I
A,H,H
B,H,I
D,G,I
C,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
D,H,K
A,H,K
D,H,K
D,H,K
D,H,I
D,G,K
D,H,K
D,H,K
D,H,I
A,F,K
B,H,K
D,F,K
D,H,K
D,H,K
D,H,I
D,H,K
D,H,K
F,H,K
D,H,K
D,H,K
A,H,K
B,H,J
D,H,K
B,H,K
A,H,K
D,H,I
D,H,K
D,H,K
D,H,K
B,H,K
B,H,G
D,D,K
D,F,K
D,D,K
D,G,K
A,F,K
C,C,K
C,G,K
C,F,K
C,C,K
C,D,J
C,G,G
D,C,G
C,C,I
C,H,G
C,C,G
C,F,J
C,H,J
C,F,K
C,F,G
C,F,G
C,F,I
C,F,G
C,G,G
C,F,H
C,F,G
C,D,J
C,F,G
C,D,K
C,C,G
C,G,G
C,C,G
E,D,G
C,C,G
C,C,G
C,D,G
C,D,G
C,D,K
F,H,G
A,H,G
C,G,G
C,H,G
C,F,G
C,G,G
C,F,G
C,D,G
C,H,G
E,C,G
C,F,K
C,G,G
C,C,G
B,C,G
C,F,G
C,H,G
F,G,G
C,H,G
C,G,G
C,G,K
C,G,G
C,F,G
C,G,G
C,D,H
C,F,J
C,D,K
C,C,J
C,G,I
C,C,K
C,H,I
C,H,H
C,G,K
C,G,H
C,C,J
C,C,H
C,F,H
B,G,J
C,F,G
C,H,J
C,C,J
C,F,J
C,D,I
C,G,K
E,C,G
B,D,K
B,G,G
B,F,H
B,H,K
B,G,I
B,D,H
B,D,H
B,D,I
B,D,G
B,D,H
B,D,H
B,C,H
D,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,G
B,D,H
B,D,H
C,D,H
B,G,H
C,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,H
B,H,I
B,D,G
B,D,K
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,H
F,D,J
A,D,I
A,D,H
E,D,H
A,C,G
A,C,H
F,C,H
C,C,H
A,D,J
A,C,G
A,C,G
A,C,H
A,G,G
A,H,K
A,F,G
A,C,G
A,C,G
F,C,G
E,G,G
A,F,I
D,F,G
E,C,G
A,C,G
A,C,I
A,C,H
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,G
A,C,G
A,C,G
A,C,K
A,F,G
A,D,G
A,C,G
A,C,J
A,C,J
A,C,I
A,C,H
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,C,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,H
B,D,H
B,D,I
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
