a,b,c,d,e
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
D,H,I,J,K
D,H,H,J,K
D,H,H,J,K
D,H,H,J,K
D,H,H,J,K
D,H,H,J,K
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,I,J
F,F,K,I,J
F,F,K,I,J
F,F,K,I,J
F,F,K,I,J
F,F,K,I,J
F,F,K,I,H
F,F,K,I,H
F,F,K,I,H
F,F,K,J,H
F,F,K,J,H
F,F,K,J,H
F,F,K,J,H
F,F,K,J,H
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
B,D,G,K,H
B,D,G,K,H
B,D,G,K,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
D,D,G,J,H
D,D,G,J,H
D,D,G,J,H
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,K,M
C,D,I,K,M
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,G,H
D,H,J,G,H
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,I
A,G,J,G,I
A,G,J,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,M
E,C,K,L,M
E,C,K,L,M
E,C,I,L,M
E,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,K,M
C,D,I,K,M
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,G,H
D,F,J,G,H
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
