a,b,c,d
C,G,K,K
B,H,K,K
C,H,K,K
D,H,K,K
C,H,K,K
C,G,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,K,K
C,F,J,K
C,F,J,K
C,F,G,K
C,F,J,K
C,F,G,K
C,F,J,I
A,F,J,I
C,F,K,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,D,G,I
C,F,J,I
C,F,J,I
C,F,I,I
C,G,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
F,F,J,I
C,D,J,I
E,F,I,I
C,F,K,I
E,F,J,I
C,F,J,I
C,F,J,I
C,H,J,I
C,G,J,I
A,F,J,I
C,F,J,I
C,F,J,I
C,F,G,I
B,F,J,I
E,F,J,I
E,F,J,I
E,H,J,I
E,F,J,I
E,H,J,I
C,G,J,I
E,G,J,I
E,G,J,I
E,G,H,I
D,G,I,I
E,G,H,I
E,G,I,I
E,G,J,I
E,G,G,I
E,F,I,J
E,G,I,J
E,G,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
B,G,J,J
E,H,I,J
E,G,K,J
E,G,H,J
E,D,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
C,G,I,J
E,G,G,J
E,C,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,F,I,J
E,C,I,J
C,F,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,H,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
C,G,I,J
E,G,I,J
E,G,I,J
F,G,I,J
E,G,I,J
E,F,I,J
E,G,K,J
E,G,J,J
B,G,I,J
E,G,I,J
E,F,I,J
E,G,K,J
E,G,I,J
E,G,I,J
E,D,K,J
E,G,I,J
E,G,I,J
E,H,I,J
E,H,I,J
E,F,K,J
A,C,I,J
C,G,I,J
E,G,I,J
E,G,I,J
E,G,G,K
E,H,I,K
E,G,I,K
E,G,K,K
E,C,I,K
E,H,I,K
E,G,I,K
B,F,I,K
E,G,I,K
D,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
B,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
D,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
D,H,I,K
E,G,I,K
E,G,I,K
C,G,I,K
E,G,J,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,G,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,K,K
E,G,J,K
E,G,I,K
E,D,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,G,G,K
E,C,I,K
E,D,I,K
E,G,I,K
E,C,I,K
A,F,I,K
E,G,I,K
E,G,I,K
E,C,I,K
E,G,K,K
E,C,I,K
E,D,I,K
E,G,I,K
B,G,I,K
E,G,I,K
E,D,I,K
E,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
B,D,I,K
B,D,I,K
B,D,G,K
B,D,I,K
B,G,I,K
B,D,I,K
B,D,I,K
B,D,H,K
B,D,H,K
A,D,H,K
B,D,I,K
B,G,H,K
B,F,H,I
F,C,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
D,D,H,I
A,H,I,I
B,D,H,I
B,D,G,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,F,H,I
B,D,H,I
B,D,H,I
C,D,H,I
F,D,K,I
A,D,H,I
A,F,I,I
A,D,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,C,I,I
E,C,H,I
A,G,H,I
A,C,G,I
A,C,I,I
A,G,G,I
A,C,G,I
A,C,G,I
A,C,G,H
E,C,J,H
B,F,I,H
A,C,G,H
A,G,G,H
A,H,G,H
D,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,C,H,H
F,C,G,H
A,C,G,H
A,G,G,H
E,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,H,G,H
F,C,J,H
A,C,G,H
A,D,J,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,D,G,H
A,D,G,H
A,C,G,H
B,C,G,H
E,C,G,H
E,C,H,H
E,C,G,H
E,F,G,H
E,D,G,H
E,D,G,H
B,D,G,H
B,D,G,H
E,D,K,H
E,D,H,H
E,D,G,H
D,D,H,H
E,D,K,H
E,D,K,H
E,D,H,L
C,C,H,L
F,D,K,L
E,D,H,L
E,G,H,L
E,D,H,L
E,D,H,L
E,C,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,F,H,L
E,D,I,L
E,D,H,L
E,D,H,L
E,D,H,L
F,D,H,L
E,F,K,L
B,C,H,L
D,D,H,L
E,D,H,L
A,D,H,L
E,D,H,L
D,D,H,L
A,D,H,L
E,D,H,L
E,D,H,L
E,C,H,L
E,D,H,L
E,D,H,L
E,G,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,G,H,L
A,D,H,L
D,D,H,L
F,G,H,L
A,G,H,L
A,D,H,L
A,H,H,L
A,C,H,L
A,F,H,L
C,C,H,L
A,C,H,L
D,C,G,L
F,D,G,L
A,C,I,L
A,C,G,L
A,C,J,L
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,I,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,F,G,H
F,C,I,H
B,F,G,H
A,C,G,H
C,G,J,H
A,C,G,H
A,G,G,H
D,G,G,H
A,C,G,H
A,G,G,H
D,C,H,H
B,H,G,H
A,C,G,H
A,C,G,H
A,C,I,H
A,C,J,H
A,H,G,H
A,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,G,K,H
B,D,G,H
B,H,G,H
B,D,G,H
B,D,K,H
B,D,H,H
B,D,H,H
B,D,G,H
B,D,H,H
B,C,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,I,I
B,D,H,I
B,H,H,I
B,H,H,I
C,D,H,I
B,H,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,J,I
B,C,H,I
B,D,H,I
B,D,I,I
B,D,H,I
C,D,I,I
A,G,H,I
B,H,H,I
B,D,K,I
B,D,J,I
B,D,H,I
B,D,H,I
F,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,G,H,I
D,H,I,I
B,D,H,I
A,D,G,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,I,I
A,C,H,I
C,C,H,I
A,C,H,I
A,C,H,I
E,C,I,I
A,C,I,I
E,C,I,I
A,H,G,I
A,C,G,I
A,C,K,I
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
C,H,G,H
A,C,G,H
D,C,G,H
F,C,G,H
A,C,G,H
C,C,G,H
A,C,H,H
C,C,G,H
A,D,G,H
F,F,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
A,C,H,H
A,D,G,H
A,C,J,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,H,H
A,C,G,H
D,H,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,G,I,H
D,D,G,H
D,G,I,H
D,G,G,H
F,G,H,H
D,G,H,H
D,G,I,H
D,G,I,H
D,C,H,H
D,D,H,H
D,G,H,I
D,G,H,I
D,G,H,I
F,G,H,I
D,G,I,I
D,C,J,I
D,G,H,I
D,G,G,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,H,H,I
A,G,H,I
D,H,H,I
D,G,H,I
D,G,H,I
D,G,I,I
B,G,H,I
D,G,J,I
D,D,H,I
D,C,H,I
D,G,H,I
B,H,H,I
D,G,H,I
D,H,I,I
D,G,K,I
D,D,H,I
D,G,H,I
C,G,K,I
D,D,H,I
D,G,H,I
D,D,H,I
F,D,K,I
F,G,I,I
F,C,H,I
F,H,H,I
F,G,H,I
F,G,H,I
F,H,H,I
F,H,J,I
D,G,K,I
F,H,H,I
F,D,K,I
F,H,K,I
F,H,G,I
D,H,K,I
F,H,K,I
C,H,K,J
F,H,H,J
F,H,K,J
F,H,K,J
D,H,K,J
F,H,K,J
E,H,K,J
F,H,K,J
F,D,K,J
F,H,I,J
F,H,K,J
F,H,K,J
F,H,K,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,C,K,J
F,H,K,J
F,H,K,J
F,G,G,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,G,K,J
F,G,K,J
F,H,G,J
F,H,K,J
F,H,K,J
F,D,K,J
A,H,K,J
F,F,K,J
F,H,K,J
F,H,K,J
F,H,K,J
A,H,K,J
F,H,G,J
A,H,K,J
A,F,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,H,K,J
F,F,K,J
C,H,I,J
F,H,K,J
B,H,J,J
E,H,K,J
F,H,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,K,J
E,H,K,J
F,H,K,J
F,C,K,J
E,H,G,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,G,K,J
F,H,G,J
F,H,K,J
F,H,K,J
A,H,H,J
F,H,I,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,I,J
F,H,I,J
F,D,K,J
C,H,K,J
F,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
F,G,K,J
D,F,K,J
D,F,K,J
D,G,K,J
D,G,K,J
F,F,I,J
D,H,I,J
E,F,I,J
D,F,I,J
D,F,I,J
D,F,H,K
D,C,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
A,F,J,K
D,F,G,K
D,F,I,K
D,F,J,K
B,F,I,K
D,G,G,K
D,F,I,K
D,F,I,K
C,F,K,K
D,F,I,K
D,C,K,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,J,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
D,C,K,K
D,H,I,K
D,F,I,K
D,F,I,K
D,C,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,G,I,K
E,F,I,K
A,F,H,K
D,F,I,K
D,H,I,K
D,D,I,K
D,G,I,K
C,H,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,F,K,K
B,F,I,K
D,F,I,K
D,F,I,K
B,F,J,K
D,F,I,K
B,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,F,G,K
E,F,K,K
C,F,I,K
D,F,K,K
D,G,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,K,K
F,F,H,K
D,C,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,G,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
E,F,I,K
D,F,J,K
B,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,H,G,K
D,H,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,H,I,K
E,F,G,K
E,F,J,K
E,C,J,K
E,F,I,K
E,C,I,K
A,C,I,K
C,C,I,K
E,C,I,K
E,C,I,K
A,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,D,K,K
E,C,K,K
E,C,H,K
E,H,K,K
E,C,K,K
E,C,I,K
E,G,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,J,K
F,C,G,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
A,C,K,K
E,C,K,K
F,C,K,K
E,C,K,K
E,D,G,K
E,C,K,K
B,C,K,K
E,G,K,K
E,C,K,K
D,C,K,K
E,C,K,K
E,C,K,K
F,C,K,K
E,C,K,K
D,H,K,K
E,C,K,K
E,C,K,K
C,C,G,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
E,C,K,K
D,C,K,K
E,F,K,K
A,C,K,K
E,C,K,K
E,D,J,K
D,C,K,K
E,C,H,K
C,C,K,K
E,C,K,K
E,C,J,K
B,C,I,K
E,C,J,K
E,C,K,K
E,D,K,K
E,C,K,K
E,D,K,K
E,C,H,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
C,C,K,K
E,C,H,K
A,C,K,K
B,C,K,K
E,G,K,K
E,C,K,K
E,F,K,K
E,C,I,K
D,C,K,K
E,C,G,K
E,C,G,K
E,C,K,K
E,F,K,K
B,C,K,K
E,C,K,K
E,F,K,K
A,C,G,K
C,C,K,K
C,C,K,K
C,C,K,K
C,C,K,K
B,H,K,K
C,G,K,K
C,G,K,K
C,G,I,K
C,G,K,K
C,G,K,K
C,G,J,K
C,G,J,K
C,G,J,K
C,G,J,K
C,G,J,K
C,F,J,L
C,G,J,L
C,G,G,L
B,H,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,I,L
C,G,J,L
C,F,J,L
C,G,J,L
B,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,D,J,L
C,G,J,L
C,G,J,L
C,F,J,L
C,G,J,L
C,G,J,L
C,G,J,L
A,G,J,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
D,G,J,L
C,G,J,L
C,G,J,L
B,D,J,L
F,F,G,L
B,G,J,L
B,G,J,L
B,G,J,L
E,F,G,L
B,F,J,L
B,F,J,L
B,F,J,L
B,F,J,L
B,G,G,L
B,F,H,L
F,F,J,L
B,F,H,L
B,F,H,L
B,F,H,H
B,D,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,C,H,H
B,H,J,H
C,F,H,H
B,C,H,H
B,D,H,H
E,F,H,H
B,F,H,H
B,C,H,H
B,F,G,H
E,F,H,H
B,H,H,H
B,F,K,H
B,F,H,H
B,H,H,H
E,F,H,H
E,F,H,H
B,C,I,H
B,F,H,H
B,F,J,H
B,F,H,H
B,F,H,H
B,F,H,H
B,H,H,H
A,F,G,H
B,F,H,H
E,F,H,H
B,F,H,H
B,D,H,H
B,F,K,H
A,F,H,H
B,F,H,L
C,F,J,L
B,F,H,L
C,F,H,L
B,F,H,L
B,F,K,L
B,F,H,L
C,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,C,H,L
B,F,H,L
C,F,G,L
B,F,J,H
B,G,H,H
B,F,H,H
B,F,J,H
E,D,H,H
B,F,G,H
C,F,H,H
F,F,H,H
B,F,G,H
B,F,H,H
B,F,H,H
C,F,H,H
B,F,H,H
B,F,J,H
B,H,H,H
E,F,J,H
B,H,H,H
B,F,H,H
B,F,H,H
B,F,I,H
B,C,H,H
F,F,H,H
B,F,G,H
B,C,H,H
B,F,H,H
B,F,G,H
B,F,H,H
B,F,H,H
B,F,H,H
B,C,H,H
B,H,H,H
B,F,H,H
B,G,H,H
B,F,K,H
B,F,H,H
F,F,H,L
F,D,H,L
C,F,H,L
F,F,H,L
F,F,H,L
F,H,H,L
F,H,G,L
F,H,H,L
F,H,I,L
F,H,H,L
F,F,K,L
F,H,K,L
F,C,K,L
F,H,G,L
F,H,K,L
B,H,K,J
B,H,K,J
F,H,K,J
F,H,K,J
F,F,K,J
F,H,H,J
F,C,K,J
F,H,H,J
F,H,K,J
F,H,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,K,J
C,H,K,J
F,G,K,J
F,H,K,J
F,G,K,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
A,H,K,J
D,H,K,J
F,H,J,J
C,C,G,J
F,H,K,J
F,H,K,J
D,H,K,J
F,H,K,J
F,H,K,J
E,H,K,J
F,C,K,J
F,H,K,J
C,H,K,J
C,H,K,J
D,D,K,J
D,F,K,J
D,C,K,J
D,H,K,J
D,F,K,J
E,C,G,J
D,F,J,J
D,F,K,J
D,D,K,J
D,F,G,J
D,F,I,J
D,F,G,J
D,F,J,J
D,H,I,J
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,H,K
D,F,I,K
F,H,J,K
D,F,J,K
D,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,H,I,K
B,F,I,K
D,F,H,K
D,F,I,K
D,F,I,K
B,F,I,K
D,H,I,K
D,F,G,K
F,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
C,F,H,K
D,F,I,K
D,F,I,K
D,F,K,K
A,F,I,K
D,G,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,C,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
B,C,G,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,K,K
D,G,I,K
E,F,I,K
D,G,I,K
D,F,I,K
D,D,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
F,C,K,K
D,F,I,K
D,C,I,K
D,C,I,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,C,I,K
F,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,H,K
D,H,I,K
A,F,I,K
D,H,K,K
D,F,H,K
D,F,I,K
D,F,K,K
B,C,I,K
E,H,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
B,F,I,K
D,F,H,K
F,F,G,K
D,C,I,K
D,D,I,K
C,F,I,K
D,F,I,K
D,D,I,K
C,F,I,K
D,F,I,K
F,D,I,K
D,G,H,K
D,F,I,K
D,C,I,K
B,F,K,K
E,D,I,K
E,C,I,K
E,G,I,K
E,F,H,K
F,G,I,K
E,C,I,K
E,C,I,K
E,C,I,K
A,D,G,K
E,C,I,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,D,J,K
E,C,J,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,H,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,K,K
F,G,H,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,I,K
A,C,K,K
E,C,K,K
E,C,J,K
E,C,K,K
E,C,G,K
E,C,K,K
F,C,K,K
E,C,I,K
E,C,K,K
D,C,G,K
D,C,K,K
E,C,K,K
D,C,G,K
E,C,K,K
E,C,I,K
C,D,J,K
C,C,I,K
E,D,G,K
E,C,K,K
C,C,K,K
E,C,H,K
A,C,K,K
E,G,H,K
E,C,K,K
E,C,K,K
E,C,K,K
B,F,K,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,D,K,K
E,C,K,K
B,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
B,C,K,K
E,F,J,K
C,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
A,C,K,K
E,G,K,K
E,C,G,K
E,C,K,K
F,C,K,K
D,C,K,K
A,C,K,K
E,C,H,K
E,C,K,K
C,F,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,H,K
C,C,K,K
E,C,K,K
C,C,K,K
F,C,K,K
C,G,K,K
C,C,K,K
C,C,K,K
C,G,K,K
C,G,K,K
C,H,J,K
C,F,K,K
C,C,K,K
E,G,J,K
C,G,I,K
C,H,J,K
E,G,J,K
C,G,J,K
C,G,H,L
C,G,H,L
C,G,J,L
A,G,J,L
C,G,J,L
C,G,J,L
F,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,H,L
C,H,J,L
C,G,J,L
C,F,J,L
C,G,I,L
C,G,J,L
C,F,J,L
C,G,G,L
C,G,J,L
C,G,J,L
F,F,J,L
C,G,J,L
A,G,J,L
C,G,J,L
C,G,J,L
C,D,H,L
C,C,J,L
C,C,K,L
C,G,J,L
C,G,J,L
C,G,J,L
A,F,J,L
C,C,J,L
F,G,H,L
C,G,J,L
B,G,K,L
F,G,J,L
B,H,H,L
B,G,I,L
B,H,J,L
B,D,J,L
B,D,J,L
B,D,K,L
B,D,J,L
B,D,H,L
B,D,H,L
B,D,H,L
B,C,H,L
B,C,H,L
E,D,H,L
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,K,I
B,D,H,I
D,D,H,I
B,D,H,I
B,D,K,I
D,D,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,G,I
B,H,J,I
B,C,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
A,D,H,I
C,D,H,I
B,D,H,I
B,D,J,I
E,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,G,H,I
B,F,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,K,I
B,C,H,I
B,D,H,I
B,G,H,I
B,D,H,I
E,D,K,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,G,H,I
B,D,H,I
F,D,K,I
B,D,H,I
D,D,H,I
B,G,K,I
B,D,K,I
D,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
A,H,G,I
B,G,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,F,H,I
A,C,H,I
C,C,H,I
A,C,G,I
D,H,G,I
C,C,I,I
A,C,K,I
A,C,G,I
D,C,G,H
A,G,K,H
A,C,G,H
D,C,G,H
D,H,H,H
A,C,J,H
A,D,G,H
E,H,G,H
A,F,G,H
A,C,G,H
C,D,H,H
A,C,G,H
D,C,G,H
A,H,G,H
A,C,J,H
A,G,G,H
A,C,G,H
D,C,G,H
A,C,K,H
A,C,G,H
A,D,G,H
A,C,G,H
B,C,G,H
E,G,K,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,H,G,H
