a,b,c
E,G,I
E,G,I
A,D,I
E,G,I
E,D,I
E,G,I
C,G,I
E,G,I
E,G,K
E,G,I
B,G,I
B,G,I
B,G,I
B,G,H
B,G,I
B,G,I
B,D,I
B,D,I
B,D,I
B,D,I
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
D,D,H
B,D,H
F,F,H
B,D,H
B,D,H
B,D,H
B,D,I
B,D,H
B,D,H
F,D,H
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
E,C,H
B,D,H
B,D,H
B,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,D,H
E,C,H
A,C,G
A,C,H
A,C,H
A,C,H
A,F,G
A,C,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,I
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,D,I
A,C,G
A,C,G
A,C,G
A,C,I
A,C,G
A,C,G
A,C,G
E,C,G
E,C,G
F,C,G
E,F,G
E,C,G
E,D,G
E,D,G
E,D,G
E,D,G
D,D,G
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,C,I
E,C,G
E,D,H
E,D,H
E,D,H
C,D,I
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,C,H
E,D,H
E,D,H
A,D,H
E,D,H
E,D,H
D,C,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
E,D,H
A,D,G
E,D,H
E,D,H
E,D,H
F,D,H
A,F,H
A,D,G
A,D,H
A,D,I
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,J
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
A,C,G
D,C,I
A,C,G
D,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,J
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,G
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
C,D,H
B,D,H
C,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,J
B,D,H
B,D,H
B,D,H
D,D,H
A,C,J
A,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
E,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,K
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
C,C,G
C,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
E,C,K
D,C,G
D,C,G
D,C,G
D,C,G
D,C,G
D,H,G
D,G,G
D,F,G
D,G,G
D,G,G
D,G,H
D,G,H
D,G,H
D,H,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,H,H
A,G,H
D,G,H
D,G,I
D,G,H
D,G,H
D,G,J
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,D,J
D,G,H
D,G,H
F,G,H
C,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,G
D,G,H
F,G,H
D,G,H
D,G,H
D,G,H
D,G,H
B,G,H
F,G,I
F,G,H
F,G,H
F,G,H
F,H,G
F,H,H
F,H,K
F,H,H
F,H,H
E,H,I
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,J
F,H,K
F,H,K
F,F,K
F,D,K
F,H,K
F,H,K
F,H,K
B,H,K
F,H,K
F,D,K
A,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,H
A,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
A,H,K
F,H,K
F,F,K
F,H,K
B,H,K
C,H,K
F,H,K
D,H,K
F,H,K
F,H,K
F,H,K
F,H,K
C,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,J
F,H,K
A,H,K
F,H,K
F,H,K
F,H,I
F,H,K
F,C,K
F,H,K
F,H,K
D,C,K
F,H,K
F,H,K
F,F,K
F,H,K
A,H,K
F,H,K
C,H,K
F,F,K
F,H,J
F,H,K
F,H,K
F,H,K
D,H,H
D,G,K
D,H,K
D,F,K
D,H,J
E,F,K
D,D,K
D,F,K
D,F,K
D,F,K
D,C,I
D,F,I
B,F,I
A,G,J
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
A,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
C,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
E,F,I
E,F,I
E,F,I
E,F,I
B,F,I
E,H,I
B,H,I
C,H,I
E,C,I
E,C,I
E,C,J
A,C,J
E,C,I
E,C,K
E,C,K
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,J
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
E,H,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
D,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,H,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,H
E,C,K
E,C,K
A,C,K
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,C,K
E,C,K
C,C,K
C,F,K
C,G,K
C,G,K
C,F,K
C,G,K
C,F,K
C,G,J
C,G,J
C,G,J
C,G,G
C,G,J
C,G,J
C,G,J
C,G,J
B,G,J
C,F,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
B,G,J
C,G,J
C,G,J
C,G,J
C,G,H
E,D,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
B,G,J
B,G,J
B,G,J
B,G,J
B,G,J
B,F,J
B,F,J
B,F,J
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,G
F,F,K
B,F,H
B,F,H
B,G,H
B,G,H
B,D,H
B,F,H
B,F,H
B,F,H
B,G,H
B,F,J
B,F,I
B,F,H
B,F,H
C,F,H
B,F,H
B,F,H
B,F,H
B,F,G
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,C,H
B,F,H
B,F,G
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,G,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,K
D,C,H
B,H,H
C,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,F,I
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
D,F,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,J
B,F,H
F,F,H
F,F,H
F,F,H
F,F,H
F,F,H
F,H,H
F,H,H
F,D,H
F,H,I
F,F,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,H
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
C,H,K
F,D,K
F,G,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,C,K
E,H,K
F,H,K
F,H,K
E,H,K
F,H,K
F,H,K
F,H,K
F,H,J
F,H,K
F,D,K
F,H,K
F,H,K
D,D,K
F,D,K
C,H,K
D,H,G
D,H,J
D,H,K
D,H,K
D,F,K
D,F,K
D,F,K
D,F,K
E,F,K
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
C,H,I
F,H,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,C,I
D,F,I
F,H,I
D,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
E,F,I
C,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,C,I
D,F,I
D,F,I
C,F,I
E,F,I
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,G
D,C,I
D,F,I
C,F,I
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
C,F,K
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,H,I
D,F,H
D,F,I
A,F,I
D,F,I
D,F,I
D,F,I
D,F,I
F,F,I
D,F,I
D,F,I
E,F,I
E,F,I
E,F,I
E,F,I
E,F,I
E,C,I
E,C,I
E,C,I
E,C,I
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,I
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
D,C,K
E,C,G
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,I
E,C,K
E,C,J
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
B,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,G,H
D,C,I
C,C,K
E,C,K
E,D,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,I
E,C,H
E,F,K
E,C,I
E,C,K
E,C,K
E,G,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,C,K
C,C,G
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,I
C,G,H
C,G,J
C,G,J
C,G,J
C,G,J
D,G,J
C,G,J
C,G,I
C,G,J
C,G,J
B,G,J
A,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,I
C,G,J
D,G,J
C,G,J
C,G,J
E,G,J
C,G,J
C,G,J
F,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,D,J
C,D,J
C,G,G
D,G,J
B,G,J
B,G,J
B,G,J
E,G,G
B,D,J
B,D,J
B,D,H
E,D,J
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,J
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
A,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,K
C,D,H
C,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,H
B,D,H
E,C,H
B,G,H
B,D,H
B,F,H
B,D,H
B,C,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,G,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
A,D,H
A,D,H
A,G,H
A,D,H
A,C,H
A,C,H
F,C,H
B,C,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,H
A,C,G
B,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,K
C,C,G
A,C,G
A,C,H
A,C,G
A,G,G
A,C,K
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
C,C,G
B,C,G
B,C,G
B,C,G
B,D,G
B,D,G
B,D,G
B,D,G
E,D,G
B,D,H
B,F,H
A,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,F,G
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,D,H
B,D,H
B,G,H
D,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
A,F,H
F,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
C,D,H
C,D,H
C,D,H
C,D,K
C,D,H
C,C,H
C,C,H
C,C,H
C,C,H
C,C,K
C,C,J
C,C,J
C,C,K
C,C,J
C,C,J
C,C,J
C,C,J
C,C,G
C,C,J
C,C,J
C,C,J
C,C,J
B,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
A,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,F,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,D,J
A,G,J
C,G,J
C,G,G
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
E,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
F,H,J
E,G,J
C,G,J
C,G,J
C,H,J
C,F,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
C,F,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,H
C,G,J
C,G,J
D,G,J
E,G,J
D,G,H
D,G,J
D,G,J
D,C,J
D,C,K
D,C,J
D,C,J
D,C,J
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
B,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
D,H,H
D,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
D,C,H
B,C,H
D,C,H
D,C,I
D,C,K
D,C,H
D,C,H
D,C,H
D,C,H
F,C,G
D,D,H
D,C,H
D,C,H
D,C,H
D,G,H
D,C,H
E,G,K
E,C,H
E,C,H
E,D,H
E,F,H
E,G,H
E,G,I
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,I
E,G,I
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,F,H
E,G,K
E,G,H
E,D,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
B,G,H
E,G,H
E,G,H
E,G,J
E,G,H
E,G,K
B,G,H
E,G,H
B,G,H
E,F,H
E,G,H
E,G,H
E,G,I
E,G,H
E,G,H
E,G,H
D,G,H
D,G,K
D,G,H
B,G,H
D,G,H
D,H,H
E,H,H
D,H,H
D,H,H
D,H,H
C,H,J
D,C,J
D,H,J
D,G,J
D,H,J
D,H,J
D,H,J
D,H,J
D,C,J
B,H,J
D,H,G
D,G,J
D,H,J
F,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
E,H,J
B,H,J
D,H,J
D,H,K
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
B,H,J
D,G,J
D,H,J
D,H,J
D,H,J
D,H,H
D,H,J
D,H,J
D,H,J
D,H,K
B,H,J
D,H,J
D,H,J
D,D,J
D,F,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,G,J
E,H,J
D,H,J
D,H,J
D,H,J
C,H,J
D,H,J
D,H,J
D,H,J
C,H,J
D,H,J
D,H,J
D,H,J
D,G,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,K
D,C,J
D,H,J
D,H,J
D,C,J
D,H,J
D,C,J
D,H,K
D,H,J
D,H,G
A,H,J
D,H,I
C,H,J
D,H,J
A,F,J
D,H,J
D,H,J
E,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,J
C,H,H
C,H,J
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
A,H,H
C,H,H
C,H,H
F,H,H
C,H,H
C,H,H
C,H,I
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,G
C,H,H
C,H,H
C,H,H
C,H,H
C,H,K
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
B,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,J
C,H,H
C,H,H
C,D,H
C,H,K
C,G,H
C,H,H
C,H,H
C,H,H
C,F,J
C,H,H
C,H,H
C,H,H
C,D,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,G,H
C,H,G
C,H,H
C,H,H
C,H,K
B,H,H
B,H,H
F,H,H
B,F,K
C,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,G,H
B,F,H
B,D,I
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,C,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,F,H
B,G,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
A,D,I
A,D,H
A,D,H
D,D,G
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
E,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,G,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,J
A,C,G
A,C,G
A,C,I
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
B,C,G
A,C,G
A,D,G
A,C,J
A,C,G
A,C,G
A,C,K
A,C,G
C,C,G
A,C,G
A,C,G
F,D,G
A,C,K
F,C,G
A,C,G
F,C,G
A,F,G
B,C,G
B,C,G
B,C,G
B,C,G
F,C,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,H
B,D,H
B,D,H
F,D,H
B,D,H
B,G,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
