a,b,c,d
E,G,I,K
F,G,I,K
E,F,I,K
E,G,I,K
F,G,I,K
E,G,I,K
E,G,I,K
E,G,G,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,H,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,J,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
B,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,D,I,K
E,G,I,K
E,G,G,K
E,G,H,K
E,G,I,K
A,G,I,K
E,G,I,K
E,F,I,K
E,D,I,K
E,G,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,C,I,K
C,G,I,K
B,G,I,K
B,F,I,K
B,G,I,K
B,G,I,K
B,C,I,K
B,D,I,K
B,D,I,K
B,D,G,K
B,D,I,K
B,D,I,K
B,D,H,K
B,D,H,K
E,D,H,K
B,D,H,K
E,D,H,K
B,D,H,I
A,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,F,H,I
B,D,H,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,H,H,I
D,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
C,D,G,I
B,D,H,I
A,D,G,I
A,D,H,I
A,D,H,I
A,H,H,I
A,D,H,I
A,D,H,I
D,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,G,G,I
A,C,G,I
A,C,G,I
F,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
A,C,G,H
A,D,G,H
A,C,J,H
A,C,I,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,J,H
E,C,G,H
E,H,G,H
E,C,G,H
E,C,G,H
D,D,G,H
E,G,K,H
F,D,G,H
E,D,G,H
E,D,H,H
D,D,H,H
E,D,K,H
E,D,H,H
E,D,H,H
E,D,J,H
D,D,H,L
A,D,H,L
B,D,H,L
E,D,K,L
E,D,H,L
E,D,I,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
A,C,H,L
E,D,H,L
E,D,H,L
E,D,H,L
C,G,H,L
E,D,I,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
D,G,H,L
A,D,H,L
A,D,H,L
A,C,J,L
A,D,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
C,C,J,L
A,C,G,L
A,C,G,L
A,C,G,L
B,C,G,L
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
C,C,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,H,H
B,C,J,H
B,C,G,H
B,H,I,H
B,D,G,H
B,C,G,H
B,D,G,H
D,D,G,H
B,D,G,H
C,D,G,H
B,D,G,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
A,C,H,I
F,D,H,I
A,D,H,I
A,G,H,I
A,D,K,I
A,D,H,I
A,C,H,I
A,D,H,I
A,C,H,I
A,C,K,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,G,H
A,D,I,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
E,C,G,H
D,C,I,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
D,C,I,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,D,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,F,G,H
D,G,H,H
D,G,H,H
D,G,H,H
D,G,H,H
D,G,H,H
D,F,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
B,G,H,I
D,G,H,I
D,D,H,I
D,G,H,I
D,G,I,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,F,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,K,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,K,I
D,G,K,I
A,G,H,I
F,C,H,I
F,G,H,I
F,G,H,I
F,G,H,I
F,G,H,I
F,H,H,I
F,H,J,I
F,H,H,I
F,H,J,I
F,C,H,I
F,D,K,I
F,H,K,I
F,F,K,I
E,H,K,I
F,D,K,I
F,H,K,J
F,G,K,J
F,F,K,J
F,H,K,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,G,K,J
F,H,K,J
F,H,G,J
F,H,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,H,J
F,H,G,J
F,H,K,J
F,H,K,J
A,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,H,K,J
F,H,K,J
B,H,K,J
F,H,K,J
F,H,H,J
F,H,K,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,K,J
F,F,K,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,K,J
F,H,K,J
F,H,K,J
F,H,H,J
F,H,K,J
F,H,K,J
F,H,I,J
F,H,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,F,K,J
F,H,K,J
F,H,K,J
F,H,I,J
F,H,K,J
F,H,G,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
A,D,K,J
D,H,G,J
D,H,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,I,J
D,D,J,J
D,F,I,J
D,F,I,J
D,F,I,J
D,F,G,K
D,F,I,K
D,C,I,K
D,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
D,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,C,I,K
C,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,G,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,J,K
D,F,I,K
D,G,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,H,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
D,F,I,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,G,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,D,I,K
D,F,I,K
D,D,I,K
D,F,I,K
E,F,I,K
E,F,I,K
E,F,I,K
E,F,I,K
E,F,I,K
E,C,K,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,I,K
E,C,K,K
F,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,H,K
E,C,K,K
E,F,H,K
B,F,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,I,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,D,I,K
E,C,K,K
E,F,K,K
E,C,K,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
A,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
C,C,K,K
C,C,K,K
D,C,K,K
C,C,K,K
C,C,K,K
C,G,K,K
C,G,K,K
A,G,H,K
C,G,K,K
C,G,H,K
C,G,J,K
C,G,J,K
C,G,J,K
C,G,J,K
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
E,G,J,L
C,G,J,L
C,D,H,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
D,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,K,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
B,G,J,L
B,G,H,L
B,G,J,L
B,G,J,L
B,F,J,L
B,F,J,L
B,F,J,L
B,F,J,L
B,F,J,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,K,L
B,C,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,G,I,H
C,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,J,H
B,F,H,H
D,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,G,H,H
B,F,H,H
B,F,H,H
B,F,G,H
B,F,H,H
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,F,H,L
B,D,H,L
B,F,H,L
B,F,H,H
B,F,H,H
B,F,H,H
F,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
F,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
E,F,I,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,D,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,H,H
B,F,I,H
E,F,J,H
D,F,H,H
B,F,H,H
A,F,H,H
B,F,H,H
B,H,H,H
B,F,H,H
D,F,H,H
B,F,H,H
B,F,H,H
C,F,H,H
B,F,H,H
F,F,H,L
F,F,H,L
F,F,H,L
F,F,H,L
F,F,H,L
F,H,K,L
C,H,H,L
F,H,J,L
D,H,H,L
F,H,H,L
F,H,K,L
F,H,K,L
F,H,K,L
F,H,K,L
F,H,K,L
F,H,K,J
B,H,K,J
F,D,K,J
F,H,K,J
E,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,K,J
B,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
E,H,K,J
A,H,J,J
F,H,K,J
F,H,G,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,G,K,J
D,H,G,J
D,F,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,K,J
D,F,I,J
D,F,I,J
C,F,I,J
D,F,I,J
E,F,I,J
D,F,I,K
D,F,I,K
D,C,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,H,K
D,C,I,K
D,F,I,K
D,F,H,K
D,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
D,F,I,K
C,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,J,K
D,F,J,K
C,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,G,K
D,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
E,F,I,K
E,F,I,K
E,F,I,K
E,F,I,K
B,F,I,K
E,C,I,K
E,C,I,K
E,C,K,K
E,C,I,K
E,C,I,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,H,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,H,K,K
F,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,I,K
E,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,K,K
E,C,K,K
E,F,K,K
E,C,K,K
E,C,K,K
E,C,H,K
D,C,K,K
D,C,K,K
E,C,K,K
E,C,K,K
E,D,K,K
B,C,K,K
E,C,K,K
A,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,C,K,K
E,C,K,K
E,C,G,K
E,C,K,K
E,C,K,K
E,H,G,K
E,C,G,K
E,C,K,K
E,C,K,K
E,G,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,D,K,K
E,C,K,K
E,C,K,K
E,C,J,K
E,C,K,K
E,C,K,K
E,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
D,C,K,K
E,H,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
E,C,K,K
C,G,K,K
C,C,K,K
C,C,K,K
C,C,K,K
C,C,I,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,K,K
C,G,J,K
C,G,J,K
C,C,J,K
C,G,J,K
C,F,J,K
C,G,J,L
C,H,J,L
E,G,J,L
C,G,J,L
C,G,J,L
E,G,J,L
C,G,J,L
F,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
C,C,J,L
A,G,K,L
F,G,J,L
C,G,J,L
B,G,J,L
E,G,J,L
C,G,J,L
C,G,I,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,I,L
C,G,J,L
C,G,J,L
C,G,J,L
C,G,J,L
B,G,J,L
C,G,J,L
C,G,J,L
A,G,J,L
B,G,J,L
B,G,J,L
B,G,J,L
B,G,J,L
B,G,J,L
B,H,J,L
B,D,J,L
B,F,J,L
B,D,J,L
B,D,J,L
B,H,H,L
B,C,H,L
B,D,H,L
B,D,H,L
B,D,H,L
B,D,H,I
B,D,H,I
B,D,H,I
B,C,G,I
D,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
E,F,H,I
B,D,H,I
E,D,H,I
B,F,H,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,G,H,I
B,D,H,I
B,G,H,I
B,D,H,I
A,D,H,I
A,D,H,I
B,C,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
F,F,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
E,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,D,H,I
D,D,H,I
C,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,G,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,D,H,I
A,C,H,I
A,C,K,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
A,F,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
D,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
