a,b,c,d,e
B,F,K,G,I
B,F,K,H,I
B,F,K,G,I
B,F,K,G,I
A,F,K,L,I
A,F,K,L,I
A,F,J,L,I
A,F,K,L,I
A,F,K,I,I
A,D,K,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,K,L,I
A,D,G,K,I
A,C,G,K,I
A,D,G,K,I
A,D,J,K,I
A,D,H,K,I
A,F,J,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,C,H,H,J
A,D,H,K,J
A,C,H,H,J
A,C,K,H,J
A,C,K,H,H
A,H,K,H,H
A,H,K,J,H
A,H,K,J,H
A,F,K,J,H
A,H,H,I,H
A,H,G,I,H
A,H,K,I,H
A,H,H,I,H
A,H,K,I,H
A,H,K,I,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,D,K,L,H
D,F,K,L,H
D,F,J,L,H
D,F,G,L,H
D,F,G,L,J
D,F,G,I,J
C,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
D,F,G,J,J
F,F,H,K,J
D,F,H,I,J
A,F,H,J,J
F,D,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
C,F,I,H,J
C,H,K,G,H
C,H,K,H,H
C,H,G,H,H
C,C,J,H,H
C,H,K,H,H
C,H,H,H,H
C,H,K,H,H
C,H,I,H,H
C,H,K,H,H
D,H,K,K,H
E,G,H,K,H
A,G,K,K,H
E,G,J,J,H
E,G,K,L,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,L,H
E,H,K,L,H
E,D,K,L,H
E,H,K,L,H
E,G,H,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
D,G,K,H,H
D,G,K,L,H
D,G,K,G,H
C,G,K,G,H
D,G,K,G,H
C,G,K,J,H
C,D,K,G,H
C,H,I,G,H
C,D,I,G,I
C,D,I,H,I
C,D,I,G,I
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,F,I,H,H
D,F,I,K,H
D,F,J,K,H
D,F,K,K,H
D,F,J,I,H
D,F,K,G,H
D,F,J,G,J
B,F,J,G,J
